# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-01-27 18:34:22 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12105900 GREEN RIVER BELOW HOWARD A HANSON DAM, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12105900
#            TS   parameter     Description
#        165554       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	165554_00060	165554_00060_cd
USGS	12105900	2016-10-09 00:00	PDT	762	P
USGS	12105900	2016-10-09 01:00	PDT	762	P
USGS	12105900	2016-10-09 02:00	PDT	762	P
USGS	12105900	2016-10-09 03:00	PDT	767	P
USGS	12105900	2016-10-09 04:00	PDT	762	P
USGS	12105900	2016-10-09 05:00	PDT	762	P
USGS	12105900	2016-10-09 06:00	PDT	762	P
USGS	12105900	2016-10-09 07:00	PDT	762	P
USGS	12105900	2016-10-09 08:00	PDT	758	P
USGS	12105900	2016-10-09 09:00	PDT	762	P
USGS	12105900	2016-10-09 10:00	PDT	758	P
USGS	12105900	2016-10-09 11:00	PDT	758	P
USGS	12105900	2016-10-09 12:00	PDT	758	P
USGS	12105900	2016-10-09 13:00	PDT	758	P
USGS	12105900	2016-10-09 14:00	PDT	758	P
USGS	12105900	2016-10-09 15:00	PDT	758	P
USGS	12105900	2016-10-09 16:00	PDT	758	P
USGS	12105900	2016-10-09 17:00	PDT	758	P
USGS	12105900	2016-10-09 18:00	PDT	758	P
USGS	12105900	2016-10-09 19:00	PDT	758	P
USGS	12105900	2016-10-09 20:00	PDT	758	P
USGS	12105900	2016-10-09 21:00	PDT	762	P
USGS	12105900	2016-10-09 22:00	PDT	758	P
USGS	12105900	2016-10-09 23:00	PDT	758	P
USGS	12105900	2016-10-10 00:00	PDT	758	P
USGS	12105900	2016-10-10 01:00	PDT	758	P
USGS	12105900	2016-10-10 02:00	PDT	758	P
USGS	12105900	2016-10-10 03:00	PDT	758	P
USGS	12105900	2016-10-10 04:00	PDT	753	P
USGS	12105900	2016-10-10 05:00	PDT	758	P
USGS	12105900	2016-10-10 06:00	PDT	758	P
USGS	12105900	2016-10-10 07:00	PDT	758	P
USGS	12105900	2016-10-10 08:00	PDT	753	P
USGS	12105900	2016-10-10 09:00	PDT	753	P
USGS	12105900	2016-10-10 10:00	PDT	753	P
USGS	12105900	2016-10-10 11:00	PDT	753	P
USGS	12105900	2016-10-10 12:00	PDT	753	P
USGS	12105900	2016-10-10 13:00	PDT	753	P
USGS	12105900	2016-10-10 14:00	PDT	753	P
USGS	12105900	2016-10-10 15:00	PDT	753	P
USGS	12105900	2016-10-10 16:00	PDT	753	P
USGS	12105900	2016-10-10 17:00	PDT	753	P
USGS	12105900	2016-10-10 18:00	PDT	753	P
USGS	12105900	2016-10-10 19:00	PDT	753	P
USGS	12105900	2016-10-10 20:00	PDT	753	P
USGS	12105900	2016-10-10 21:00	PDT	753	P
USGS	12105900	2016-10-10 22:00	PDT	753	P
USGS	12105900	2016-10-10 23:00	PDT	753	P
USGS	12105900	2016-10-11 00:00	PDT	753	P
USGS	12105900	2016-10-11 01:00	PDT	753	P
USGS	12105900	2016-10-11 02:00	PDT	753	P
USGS	12105900	2016-10-11 03:00	PDT	753	P
USGS	12105900	2016-10-11 04:00	PDT	753	P
USGS	12105900	2016-10-11 05:00	PDT	753	P
USGS	12105900	2016-10-11 06:00	PDT	753	P
USGS	12105900	2016-10-11 07:00	PDT	749	P
USGS	12105900	2016-10-11 08:00	PDT	753	P
USGS	12105900	2016-10-12 07:00	PDT	856	P
USGS	12105900	2016-10-12 08:00	PDT	861	P
USGS	12105900	2016-10-12 09:00	PDT	856	P
USGS	12105900	2016-10-12 10:00	PDT	856	P
USGS	12105900	2016-10-12 11:00	PDT	856	P
USGS	12105900	2016-10-12 12:00	PDT	856	P
USGS	12105900	2016-10-12 13:00	PDT	856	P
USGS	12105900	2016-10-12 14:00	PDT	856	P
USGS	12105900	2016-10-12 15:00	PDT	896	P
USGS	12105900	2016-10-12 16:00	PDT	936	P
USGS	12105900	2016-10-12 17:00	PDT	982	P
USGS	12105900	2016-10-12 18:00	PDT	982	P
USGS	12105900	2016-10-12 19:00	PDT	977	P
USGS	12105900	2016-10-12 20:00	PDT	977	P
USGS	12105900	2016-10-12 21:00	PDT	977	P
USGS	12105900	2016-10-12 22:00	PDT	977	P
USGS	12105900	2016-10-12 23:00	PDT	977	P
USGS	12105900	2016-10-13 00:00	PDT	977	P
USGS	12105900	2016-10-13 01:00	PDT	977	P
USGS	12105900	2016-10-13 02:00	PDT	977	P
USGS	12105900	2016-10-13 03:00	PDT	977	P
USGS	12105900	2016-10-13 04:00	PDT	977	P
USGS	12105900	2016-10-13 05:00	PDT	972	P
USGS	12105900	2016-10-13 06:00	PDT	977	P
USGS	12105900	2016-10-13 07:00	PDT	972	P
USGS	12105900	2016-10-13 08:00	PDT	977	P
USGS	12105900	2016-10-13 09:00	PDT	977	P
USGS	12105900	2016-10-13 10:00	PDT	977	P
USGS	12105900	2016-10-13 11:00	PDT	1020	P
USGS	12105900	2016-10-13 12:00	PDT	1050	P
USGS	12105900	2016-10-13 13:00	PDT	1050	P
USGS	12105900	2016-10-13 14:00	PDT	1090	P
USGS	12105900	2016-10-13 15:00	PDT	1110	P
USGS	12105900	2016-10-13 16:00	PDT	1160	P
USGS	12105900	2016-10-13 17:00	PDT	1160	P
USGS	12105900	2016-10-13 18:00	PDT	1160	P
USGS	12105900	2016-10-13 19:00	PDT	1160	P
USGS	12105900	2016-10-13 20:00	PDT	1160	P
USGS	12105900	2016-10-13 21:00	PDT	1160	P
USGS	12105900	2016-10-13 22:00	PDT	1160	P
USGS	12105900	2016-10-13 23:00	PDT	1160	P
USGS	12105900	2016-10-14 00:00	PDT	1160	P
USGS	12105900	2016-10-14 01:00	PDT	1170	P
USGS	12105900	2016-10-14 02:00	PDT	1160	P
USGS	12105900	2016-10-14 03:00	PDT	1160	P
USGS	12105900	2016-10-14 04:00	PDT	1160	P
USGS	12105900	2016-10-14 05:00	PDT	1160	P
USGS	12105900	2016-10-14 06:00	PDT	1160	P
USGS	12105900	2016-10-14 07:00	PDT	1160	P
USGS	12105900	2016-10-14 08:00	PDT	1160	P
USGS	12105900	2016-10-14 09:00	PDT	1160	P
USGS	12105900	2016-10-14 10:00	PDT	1230	P
USGS	12105900	2016-10-14 11:00	PDT	1320	P
USGS	12105900	2016-10-14 12:00	PDT	1410	P
USGS	12105900	2016-10-14 13:00	PDT	1410	P
USGS	12105900	2016-10-14 14:00	PDT	1420	P
USGS	12105900	2016-10-14 15:00	PDT	1410	P
USGS	12105900	2016-10-14 16:00	PDT	1410	P
USGS	12105900	2016-10-14 17:00	PDT	1410	P
USGS	12105900	2016-10-14 18:00	PDT	1410	P
USGS	12105900	2016-10-14 19:00	PDT	1410	P
USGS	12105900	2016-10-14 20:00	PDT	1410	P
USGS	12105900	2016-10-14 21:00	PDT	1410	P
USGS	12105900	2016-10-14 22:00	PDT	1410	P
USGS	12105900	2016-10-14 23:00	PDT	1410	P
USGS	12105900	2016-10-15 00:00	PDT	1410	P
USGS	12105900	2016-10-15 01:00	PDT	1410	P
USGS	12105900	2016-10-15 02:00	PDT	1410	P
USGS	12105900	2016-10-15 03:00	PDT	1410	P
USGS	12105900	2016-10-15 04:00	PDT	1410	P
USGS	12105900	2016-10-15 05:00	PDT	1410	P
USGS	12105900	2016-10-15 06:00	PDT	1410	P
USGS	12105900	2016-10-15 07:00	PDT	1410	P
USGS	12105900	2016-10-15 08:00	PDT	1410	P
USGS	12105900	2016-10-15 09:00	PDT	1410	P
USGS	12105900	2016-10-15 10:00	PDT	1410	P
USGS	12105900	2016-10-15 11:00	PDT	1410	P
USGS	12105900	2016-10-15 12:00	PDT	1410	P
USGS	12105900	2016-10-15 13:00	PDT	1410	P
USGS	12105900	2016-10-15 14:00	PDT	1410	P
USGS	12105900	2016-10-15 15:00	PDT	1410	P
USGS	12105900	2016-10-15 16:00	PDT	1410	P
USGS	12105900	2016-10-15 17:00	PDT	1410	P
USGS	12105900	2016-10-15 18:00	PDT	1410	P
USGS	12105900	2016-10-15 19:00	PDT	1410	P
USGS	12105900	2016-10-15 20:00	PDT	1410	P
USGS	12105900	2016-10-15 21:00	PDT	1410	P
USGS	12105900	2016-10-15 22:00	PDT	1410	P
USGS	12105900	2016-10-15 23:00	PDT	1410	P
USGS	12105900	2016-10-16 00:00	PDT	1410	P
USGS	12105900	2016-10-16 01:00	PDT	1410	P
USGS	12105900	2016-10-16 02:00	PDT	1410	P
USGS	12105900	2016-10-16 03:00	PDT	1410	P
USGS	12105900	2016-10-16 04:00	PDT	1410	P
USGS	12105900	2016-10-16 05:00	PDT	1410	P
USGS	12105900	2016-10-16 06:00	PDT	1410	P
USGS	12105900	2016-10-16 07:00	PDT	1410	P
USGS	12105900	2016-10-16 08:00	PDT	1410	P
USGS	12105900	2016-10-16 09:00	PDT	1410	P
USGS	12105900	2016-10-16 10:00	PDT	1410	P
USGS	12105900	2016-10-16 11:00	PDT	1400	P
USGS	12105900	2016-10-16 12:00	PDT	1400	P
USGS	12105900	2016-10-16 13:00	PDT	1400	P
USGS	12105900	2016-10-16 14:00	PDT	1400	P
USGS	12105900	2016-10-16 15:00	PDT	1400	P
USGS	12105900	2016-10-16 16:00	PDT	1400	P
USGS	12105900	2016-10-16 17:00	PDT	1400	P
USGS	12105900	2016-10-16 18:00	PDT	1390	P
USGS	12105900	2016-10-16 19:00	PDT	1400	P
USGS	12105900	2016-10-16 20:00	PDT	1400	P
USGS	12105900	2016-10-16 21:00	PDT	1390	P
USGS	12105900	2016-10-16 22:00	PDT	1400	P
USGS	12105900	2016-10-16 23:00	PDT	1400	P
USGS	12105900	2016-10-17 00:00	PDT	1390	P
USGS	12105900	2016-10-17 01:00	PDT	1390	P
USGS	12105900	2016-10-17 02:00	PDT	1390	P
USGS	12105900	2016-10-17 03:00	PDT	1390	P
USGS	12105900	2016-10-17 04:00	PDT	1390	P
USGS	12105900	2016-10-17 05:00	PDT	1390	P
USGS	12105900	2016-10-17 06:00	PDT	1390	P
USGS	12105900	2016-10-17 07:00	PDT	1390	P
USGS	12105900	2016-10-17 08:00	PDT	1390	P
USGS	12105900	2016-10-17 09:00	PDT	1390	P
USGS	12105900	2016-10-17 10:00	PDT	1390	P
USGS	12105900	2016-10-17 11:00	PDT	1390	P
USGS	12105900	2016-10-17 12:00	PDT	1390	P
USGS	12105900	2016-10-17 13:00	PDT	1390	P
USGS	12105900	2016-10-17 14:00	PDT	1390	P
USGS	12105900	2016-10-17 15:00	PDT	1390	P
USGS	12105900	2016-10-17 16:00	PDT	1390	P
USGS	12105900	2016-10-17 17:00	PDT	1390	P
USGS	12105900	2016-10-17 18:00	PDT	1390	P
USGS	12105900	2016-10-17 19:00	PDT	1390	P
USGS	12105900	2016-10-17 20:00	PDT	1390	P
USGS	12105900	2016-10-17 21:00	PDT	1390	P
USGS	12105900	2016-10-17 22:00	PDT	1390	P
USGS	12105900	2016-10-17 23:00	PDT	1380	P
USGS	12105900	2016-10-18 00:00	PDT	1380	P
USGS	12105900	2016-10-18 01:00	PDT	1380	P
USGS	12105900	2016-10-18 02:00	PDT	1380	P
USGS	12105900	2016-10-18 03:00	PDT	1380	P
USGS	12105900	2016-10-18 04:00	PDT	1380	P
USGS	12105900	2016-10-18 05:00	PDT	1380	P
USGS	12105900	2016-10-18 06:00	PDT	1380	P
USGS	12105900	2016-10-18 07:00	PDT	1380	P
USGS	12105900	2016-10-18 08:00	PDT	1380	P
USGS	12105900	2016-10-18 09:00	PDT	1380	P
USGS	12105900	2016-10-18 10:00	PDT	1380	P
USGS	12105900	2016-10-18 11:00	PDT	1470	P
USGS	12105900	2016-10-18 12:00	PDT	1470	P
USGS	12105900	2016-10-18 13:00	PDT	1480	P
USGS	12105900	2016-10-18 14:00	PDT	1550	P
USGS	12105900	2016-10-18 15:00	PDT	1550	P
USGS	12105900	2016-10-18 16:00	PDT	1630	P
USGS	12105900	2016-10-18 17:00	PDT	1630	P
USGS	12105900	2016-10-18 18:00	PDT	1630	P
USGS	12105900	2016-10-18 19:00	PDT	1630	P
USGS	12105900	2016-10-18 20:00	PDT	1630	P
USGS	12105900	2016-10-18 21:00	PDT	1630	P
USGS	12105900	2016-10-18 22:00	PDT	1630	P
USGS	12105900	2016-10-18 23:00	PDT	1630	P
USGS	12105900	2016-10-19 00:00	PDT	1630	P
USGS	12105900	2016-10-19 01:00	PDT	1630	P
USGS	12105900	2016-10-19 02:00	PDT	1630	P
USGS	12105900	2016-10-19 03:00	PDT	1630	P
USGS	12105900	2016-10-19 04:00	PDT	1630	P
USGS	12105900	2016-10-19 05:00	PDT	1630	P
USGS	12105900	2016-10-19 06:00	PDT	1620	P
USGS	12105900	2016-10-19 07:00	PDT	1620	P
USGS	12105900	2016-10-19 08:00	PDT	1620	P
USGS	12105900	2016-10-19 09:00	PDT	1610	P
USGS	12105900	2016-10-19 10:00	PDT	1620	P
USGS	12105900	2016-10-19 11:00	PDT	1610	P
USGS	12105900	2016-10-19 12:00	PDT	1610	P
USGS	12105900	2016-10-19 13:00	PDT	1600	P
USGS	12105900	2016-10-19 14:00	PDT	1600	P
USGS	12105900	2016-10-19 15:00	PDT	1600	P
USGS	12105900	2016-10-19 16:00	PDT	1600	P
USGS	12105900	2016-10-19 17:00	PDT	1600	P
USGS	12105900	2016-10-19 18:00	PDT	1600	P
USGS	12105900	2016-10-19 19:00	PDT	1600	P
USGS	12105900	2016-10-19 20:00	PDT	1600	P
USGS	12105900	2016-10-19 21:00	PDT	1600	P
USGS	12105900	2016-10-19 22:00	PDT	1600	P
USGS	12105900	2016-10-19 23:00	PDT	1600	P
USGS	12105900	2016-10-20 00:00	PDT	1600	P
USGS	12105900	2016-10-20 01:00	PDT	1600	P
USGS	12105900	2016-10-20 02:00	PDT	1600	P
USGS	12105900	2016-10-20 03:00	PDT	1600	P
USGS	12105900	2016-10-20 04:00	PDT	1600	P
USGS	12105900	2016-10-20 05:00	PDT	1600	P
USGS	12105900	2016-10-20 06:00	PDT	1600	P
USGS	12105900	2016-10-20 07:00	PDT	1600	P
USGS	12105900	2016-10-20 08:00	PDT	1600	P
USGS	12105900	2016-10-20 09:00	PDT	1600	P
USGS	12105900	2016-10-20 10:00	PDT	1600	P
USGS	12105900	2016-10-20 11:00	PDT	1610	P
USGS	12105900	2016-10-20 12:00	PDT	1720	P
USGS	12105900	2016-10-20 13:00	PDT	1720	P
USGS	12105900	2016-10-20 14:00	PDT	1850	P
USGS	12105900	2016-10-20 15:00	PDT	2010	P
USGS	12105900	2016-10-20 16:00	PDT	2080	P
USGS	12105900	2016-10-20 17:00	PDT	2200	P
USGS	12105900	2016-10-20 18:00	PDT	2200	P
USGS	12105900	2016-10-20 19:00	PDT	2200	P
USGS	12105900	2016-10-20 20:00	PDT	2210	P
USGS	12105900	2016-10-20 21:00	PDT	2210	P
USGS	12105900	2016-10-20 22:00	PDT	2210	P
USGS	12105900	2016-10-20 23:00	PDT	2220	P
USGS	12105900	2016-10-21 00:00	PDT	2230	P
USGS	12105900	2016-10-21 01:00	PDT	2220	P
USGS	12105900	2016-10-21 02:00	PDT	2230	P
USGS	12105900	2016-10-21 03:00	PDT	2230	P
USGS	12105900	2016-10-21 04:00	PDT	2240	P
USGS	12105900	2016-10-21 05:00	PDT	2230	P
USGS	12105900	2016-10-21 06:00	PDT	2230	P
USGS	12105900	2016-10-21 07:00	PDT	2240	P
USGS	12105900	2016-10-21 08:00	PDT	2250	P
USGS	12105900	2016-10-21 09:00	PDT	2250	P
USGS	12105900	2016-10-21 10:00	PDT	2440	P
USGS	12105900	2016-10-21 11:00	PDT	2600	P
USGS	12105900	2016-10-21 12:00	PDT	2590	P
USGS	12105900	2016-10-21 13:00	PDT	2600	P
USGS	12105900	2016-10-21 14:00	PDT	2590	P
