#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Jan 1979 to Jan 2017
# Report Instantaneous Data As: End of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 681: Park Creek Ridge, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                 
# Snow Water Equivalent       Value       None           Instantaneous - End of Month  N/A        Inches             N/A           WTEQ                                      
# Snow Water Equivalent       Delta       None           Instantaneous - End of Month  N/A        Inches             N/A           WTEQ                                      
# Snow Depth                  Value       None           Instantaneous - End of Month  N/A        Inches             N/A           SNWD                                      
# Snow Depth                  Delta       None           Instantaneous - End of Month  N/A        Inches             N/A           SNWD                                      
# Precipitation Accumulation  Value       None           Instantaneous - End of Month  N/A        Inches             N/A           PREC          Precipitation accumulation  
# Precipitation Accumulation  Delta       None           Instantaneous - End of Month  N/A        Inches             N/A           PREC          Precipitation accumulation  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Park Creek Ridge (681) 
# Washington  SNOTEL Site - 4600 ft
# Reporting Frequency: Monthly; Date Range: Jan 1979 to Jan 2017
#
# As of: Jan 20, 2017 6:30:59 PM GMT-08:00
#
Date,Snow Water Equivalent (in) End of Month Values,Change In Snow Water Equivalent (in),Snow Depth (in) End of Month Values,Change In Snow Depth (in),Precipitation Accumulation (in) End of Month Values,Change In Precipitation Accumulation (in)
Jun 1985,0.0,0.0,,,58.4,3.0
Jul 1985,0.0,0.0,,,58.5,0.1
Aug 1985,0.0,0.0,,,59.0,0.5
Sep 1985,0.0,0.0,,,0.0,-59.0
Oct 1985,6.8,6.8,,,14.2,14.2
Nov 1985,10.4,3.6,,,22.8,8.6
Dec 1985,13.9,3.5,,,26.1,3.3
Jan 1986,29.6,15.7,,,40.9,14.8
Feb 1986,36.3,6.7,,,48.9,8.0
Mar 1986,37.3,1.0,,,50.8,1.9
Apr 1986,31.1,-6.2,,,52.9,2.1
May 1986,0.9,-30.2,,,54.5,1.6
Jun 1986,0.0,-0.9,,,56.3,1.8
Jul 1986,0.0,0.0,,,57.5,1.2
Aug 1986,0.0,0.0,,,57.7,0.2
Sep 1986,0.0,0.0,,,0.0,-57.7
Oct 1986,0.0,0.0,,,2.8,2.8
Nov 1986,15.1,15.1,,,19.6,16.8
Dec 1986,22.1,7.0,,,27.2,7.6
Jan 1987,34.0,11.9,,,39.0,11.8
Feb 1987,38.6,4.6,,,43.6,4.6
Mar 1987,44.4,5.8,,,51.2,7.6
Apr 1987,30.9,-13.5,,,54.3,3.1
May 1987,0.0,-30.9,,,56.9,2.6
Jun 1987,0.0,0.0,,,57.3,0.4
Jul 1987,0.0,0.0,,,58.4,1.1
Aug 1987,0.0,0.0,,,58.7,0.3
Sep 1987,0.0,0.0,,,0.0,-58.7
Oct 1987,0.0,0.0,,,0.2,0.2
Nov 1987,5.0,5.0,,,6.9,6.7
Dec 1987,21.6,16.6,,,22.1,15.2
Jan 1988,30.3,8.7,,,30.4,8.3
Feb 1988,35.0,4.7,,,35.1,4.7
Mar 1988,45.4,10.4,,,45.9,10.8
Apr 1988,29.1,-16.3,,,51.8,5.9
May 1988,0.0,-29.1,,,53.0,1.2
Jun 1988,0.0,0.0,,,54.2,1.2
Jul 1988,0.0,0.0,,,55.1,0.9
Aug 1988,0.0,0.0,,,55.7,0.6
Sep 1988,0.0,0.0,,,0.0,-55.7
Oct 1988,0.4,0.4,,,6.2,6.2
Nov 1988,15.6,15.2,,,23.3,17.1
Dec 1988,20.1,4.5,,,28.9,5.6
Jan 1989,32.3,12.2,,,39.6,10.7
Feb 1989,38.1,5.8,,,44.9,5.3
Mar 1989,49.5,11.4,,,53.0,8.1
Apr 1989,42.0,-7.5,,,58.9,5.9
May 1989,7.1,-34.9,,,60.5,1.6
Jun 1989,0.0,-7.1,,,60.9,0.4
Jul 1989,0.0,0.0,,,61.8,0.9
Aug 1989,0.0,0.0,,,63.0,1.2
Sep 1989,0.0,0.0,,,0.0,-63.0
Oct 1989,0.6,0.6,,,3.9,3.9
Nov 1989,3.7,3.1,,,17.3,13.4
Dec 1989,8.3,4.6,,,24.9,7.6
Jan 1990,34.3,26.0,,,45.5,20.6
Feb 1990,49.7,15.4,,,56.5,11.0
Mar 1990,54.8,5.1,,,60.3,3.8
Apr 1990,35.8,-19.0,,,62.2,1.9
May 1990,2.6,-33.2,,,63.7,1.5
Jun 1990,0.0,-2.6,,,65.5,1.8
Jul 1990,0.0,0.0,,,65.6,0.1
Aug 1990,0.0,0.0,,,68.6,3.0
Sep 1990,0.0,0.0,,,0.0,-68.6
Oct 1990,4.2,4.2,,,12.2,12.2
Nov 1990,11.8,7.6,,,37.6,25.4
Dec 1990,28.4,16.6,,,50.2,12.6
Jan 1991,42.6,14.2,,,60.3,10.1
Feb 1991,51.7,9.1,,,71.1,10.8
Mar 1991,60.8,9.1,,,77.6,6.5
Apr 1991,61.1,0.3,,,85.3,7.7
May 1991,25.7,-35.4,,,88.3,3.0
Jun 1991,0.0,-25.7,,,90.9,2.6
Jul 1991,0.0,0.0,,,92.6,1.7
Aug 1991,0.0,0.0,,,94.1,1.5
Sep 1991,0.0,0.0,,,0.0,-94.1
Oct 1991,1.1,1.1,,,2.2,2.2
Nov 1991,13.4,12.3,,,17.9,15.7
Dec 1991,23.9,10.5,,,26.5,8.6
Jan 1992,41.3,17.4,,,41.6,15.1
Feb 1992,47.9,6.6,,,48.0,6.4
Mar 1992,41.9,-6.0,,,48.8,0.8
Apr 1992,26.6,-15.3,,,51.5,2.7
May 1992,0.0,-26.6,,,52.5,1.0
Jun 1992,0.0,0.0,,,55.5,3.0
Jul 1992,0.0,0.0,,,56.9,1.4
Aug 1992,0.0,0.0,,,57.8,0.9
Sep 1992,0.0,0.0,,,0.0,-57.8
Oct 1992,0.7,0.7,,,4.1,4.1
Nov 1992,9.6,8.9,,,13.0,8.9
Dec 1992,18.0,8.4,,,21.6,8.6
Jan 1993,24.7,6.7,,,28.9,7.3
Feb 1993,26.1,1.4,,,30.5,1.6
Mar 1993,27.6,1.5,,,35.7,5.2
Apr 1993,25.6,-2.0,,,39.4,3.7
May 1993,0.0,-25.6,,,42.6,3.2
Jun 1993,0.0,0.0,,,45.0,2.4
Jul 1993,0.0,0.0,,,46.4,1.4
Aug 1993,0.0,0.0,,,47.6,1.2
Sep 1993,0.0,0.0,,,0.0,-47.6
Oct 1993,0.0,0.0,,,3.3,3.3
Nov 1993,2.4,2.4,,,8.0,4.7
Dec 1993,10.7,8.3,,,19.9,11.9
Jan 1994,15.8,5.1,,,26.8,6.9
Feb 1994,23.2,7.4,,,36.1,9.3
Mar 1994,24.1,0.9,,,42.2,6.1
Apr 1994,13.7,-10.4,,,44.2,2.0
May 1994,0.0,-13.7,,,45.4,1.2
Jun 1994,0.0,0.0,,,46.6,1.2
Jul 1994,0.0,0.0,,,47.2,0.6
Aug 1994,0.0,0.0,,,47.9,0.7
Sep 1994,0.0,0.0,,,0.0,-47.9
Oct 1994,4.1,4.1,,,8.7,8.7
Nov 1994,13.0,8.9,,,20.2,11.5
Dec 1994,23.2,10.2,,,34.2,14.0
Jan 1995,33.0,9.8,,,45.5,11.3
Feb 1995,35.4,2.4,,,55.9,10.4
Mar 1995,40.3,4.9,,,61.6,5.7
Apr 1995,35.1,-5.2,,,63.8,2.2
May 1995,6.2,-28.9,,,64.4,0.6
Jun 1995,0.0,-6.2,,,66.4,2.0
Jul 1995,0.0,0.0,,,67.9,1.5
Aug 1995,0.0,0.0,,,70.5,2.6
Sep 1995,0.0,0.0,,,0.0,-70.5
Oct 1995,0.2,0.2,,,5.4,5.4
Nov 1995,9.2,9.0,,,21.2,15.8
Dec 1995,21.6,12.4,,,28.6,7.4
Jan 1996,35.3,13.7,,,36.0,7.4
Feb 1996,50.6,15.3,,,48.8,12.8
Mar 1996,50.6,0.0,,,50.8,2.0
Apr 1996,44.8,-5.8,,,55.2,4.4
May 1996,22.1,-22.7,,,56.6,1.4
Jun 1996,0.0,-22.1,,,56.9,0.3
Jul 1996,0.0,0.0,,,57.2,0.3
Aug 1996,0.0,0.0,,,57.5,0.3
Sep 1996,0.0,0.0,,,0.0,-57.5
Oct 1996,5.4,5.4,,,5.7,5.7
Nov 1996,15.6,10.2,,,16.6,10.9
Dec 1996,39.3,23.7,,,39.7,23.1
Jan 1997,53.7,14.4,,,58.4,18.7
Feb 1997,60.6,6.9,,,67.0,8.6
Mar 1997,72.8,12.2,,,89.4,22.4
Apr 1997,69.6,-3.2,,,99.3,9.9
May 1997,40.1,-29.5,,,101.6,2.3
Jun 1997,0.0,-40.1,,,104.1,2.5
Jul 1997,0.0,0.0,,,105.8,1.7
Aug 1997,0.0,0.0,,,106.4,0.6
Sep 1997,0.0,0.0,,,0.0,-106.4
Oct 1997,3.8,3.8,,,10.8,10.8
Nov 1997,6.8,3.0,,,17.5,6.7
Dec 1997,16.1,9.3,,,26.2,8.7
Jan 1998,33.3,17.2,,,42.6,16.4
Feb 1998,40.8,7.5,,,49.1,6.5
Mar 1998,44.8,4.0,,,54.8,5.7
Apr 1998,33.4,-11.4,,,56.4,1.6
May 1998,0.7,-32.7,,,59.5,3.1
Jun 1998,0.0,-0.7,,,60.1,0.6
Jul 1998,0.0,0.0,,,60.3,0.2
Aug 1998,0.0,0.0,,,60.7,0.4
Sep 1998,0.0,0.0,,,0.0,-60.7
Oct 1998,0.0,0.0,,,2.4,2.4
Nov 1998,11.1,11.1,,,20.0,17.6
Dec 1998,31.0,19.9,,,37.7,17.7
Jan 1999,45.5,14.5,,,54.0,16.3
Feb 1999,65.9,20.4,,,73.5,19.5
Mar 1999,72.1,6.2,,,82.2,8.7
Apr 1999,70.2,-1.9,,,84.4,2.2
May 1999,48.2,-22.0,,,86.8,2.4
Jun 1999,1.1,-47.1,,,87.9,1.1
Jul 1999,0.0,-1.1,,,90.0,2.1
Aug 1999,0.0,0.0,,,91.0,1.0
Sep 1999,0.0,0.0,,,0.0,-91.0
Oct 1999,1.4,1.4,,,6.2,6.2
Nov 1999,5.2,3.8,,,20.3,14.1
Dec 1999,18.4,13.2,,,34.7,14.4
Jan 2000,32.2,13.8,,,46.1,11.4
Feb 2000,40.3,8.1,,,52.8,6.7
Mar 2000,49.5,9.2,,,59.5,6.7
Apr 2000,39.4,-10.1,,,61.9,2.4
May 2000,11.7,-27.7,,,64.5,2.6
Jun 2000,0.0,-11.7,1,,67.5,3.0
Jul 2000,0.0,0.0,0,-1,67.5,0.0
Aug 2000,0.0,0.0,1,1,67.8,0.3
Sep 2000,0.0,0.0,1,0,0.0,-67.8
Oct 2000,0.0,0.0,0,-1,2.9,2.9
Nov 2000,4.2,4.2,30,30,7.6,4.7
Dec 2000,11.3,7.1,42,12,14.2,6.6
Jan 2001,17.5,6.2,58,16,19.1,4.9
Feb 2001,22.9,5.4,60,2,23.3,4.2
Mar 2001,26.6,3.7,64,4,28.6,5.3
Apr 2001,22.3,-4.3,,,31.5,2.9
May 2001,0.0,-22.3,0,,33.6,2.1
Jun 2001,0.0,0.0,,,34.9,1.3
Jul 2001,0.0,0.0,,,35.2,0.3
Aug 2001,0.0,0.0,,,36.3,1.1
Sep 2001,0.0,0.0,0,,0.0,-36.3
Oct 2001,3.8,3.8,20,20,8.4,8.4
Nov 2001,10.4,6.6,49,29,19.1,10.7
Dec 2001,27.0,16.6,76,27,32.8,13.7
Jan 2002,43.0,16.0,123,47,48.5,15.7
Feb 2002,51.4,8.4,119,-4,59.6,11.1
Mar 2002,61.5,10.1,133,14,68.6,9.0
Apr 2002,57.5,-4.0,102,-31,73.0,4.4
May 2002,30.8,-26.7,51,-51,74.6,1.6
Jun 2002,0.0,-30.8,0,-51,76.3,1.7
Jul 2002,0.0,0.0,0,0,76.9,0.6
Aug 2002,0.0,0.0,,,77.0,0.1
Sep 2002,0.0,0.0,0,,0.0,-77.0
Oct 2002,0.0,0.0,0,0,0.1,0.1
Nov 2002,1.5,1.5,5,5,6.0,5.9
Dec 2002,12.5,11.0,57,52,17.4,11.4
Jan 2003,26.7,14.2,82,25,33.1,15.7
Feb 2003,30.1,3.4,79,-3,35.8,2.7
Mar 2003,40.0,9.9,84,5,47.0,11.2
Apr 2003,32.4,-7.6,61,-23,49.9,2.9
May 2003,3.9,-28.5,9,-52,50.8,0.9
Jun 2003,0.0,-3.9,0,-9,51.2,0.4
Jul 2003,0.0,0.0,0,0,51.2,0.0
Aug 2003,0.0,0.0,0,0,51.3,0.1
Sep 2003,0.0,0.0,0,0,0.0,-51.3
Oct 2003,0.0,0.0,0,0,16.1,16.1
Nov 2003,9.9,9.9,49,49,32.2,16.1
Dec 2003,19.5,9.6,85,36,42.1,9.9
Jan 2004,28.2,8.7,91,6,51.3,9.2
Feb 2004,34.6,6.4,89,-2,55.6,4.3
Mar 2004,36.2,1.6,78,-11,60.6,5.0
Apr 2004,19.0,-17.2,34,-44,61.5,0.9
May 2004,0.0,-19.0,0,-34,63.5,2.0
Jun 2004,0.0,0.0,0,0,64.8,1.3
Jul 2004,0.0,0.0,0,0,64.9,0.1
Aug 2004,0.0,0.0,0,0,69.2,4.3
Sep 2004,0.0,0.0,0,0,0.0,-69.2
Oct 2004,0.8,0.8,7,7,3.5,3.5
Nov 2004,1.9,1.1,11,4,10.9,7.4
Dec 2004,9.7,7.8,34,23,21.6,10.7
Jan 2005,12.6,2.9,31,-3,30.6,9.0
Feb 2005,14.5,1.9,29,-2,32.2,1.6
Mar 2005,13.8,-0.7,49,20,39.3,7.1
Apr 2005,2.5,-11.3,6,-43,42.3,3.0
May 2005,0.0,-2.5,0,-6,43.8,1.5
Jun 2005,0.0,0.0,0,0,45.0,1.2
Jul 2005,0.0,0.0,0,0,46.2,1.2
Aug 2005,0.0,0.0,0,0,46.7,0.5
Sep 2005,0.0,0.0,0,0,0.0,-46.7
Oct 2005,1.1,1.1,10,10,5.0,5.0
Nov 2005,7.1,6.0,30,20,12.3,7.3
Dec 2005,17.6,10.5,63,33,23.3,11.0
Jan 2006,40.7,23.1,139,76,43.4,20.1
Feb 2006,48.3,7.6,135,-4,51.0,7.6
Mar 2006,55.2,6.9,125,-10,59.1,8.1
Apr 2006,46.8,-8.4,,,60.5,1.4
May 2006,17.0,-29.8,,,61.1,0.6
Jun 2006,0.0,-17.0,,,62.8,1.7
Jul 2006,0.0,0.0,0,,63.5,0.7
Aug 2006,0.0,0.0,0,0,63.5,0.0
Sep 2006,0.0,0.0,0,0,0.0,-63.5
Oct 2006,0.0,0.0,0,0,0.7,0.7
Nov 2006,13.9,13.9,62,62,27.9,27.2
Dec 2006,31.7,17.8,101,39,42.6,14.7
Jan 2007,44.9,13.2,110,9,56.0,13.4
Feb 2007,52.4,7.5,127,17,64.9,8.9
Mar 2007,54.1,1.7,102,-25,75.0,10.1
Apr 2007,45.4,-8.7,78,-24,77.8,2.8
May 2007,3.5,-41.9,0,-78,78.8,1.0
Jun 2007,0.0,-3.5,0,0,80.3,1.5
Jul 2007,0.0,0.0,0,0,80.8,0.5
Aug 2007,0.0,0.0,0,0,81.4,0.6
Sep 2007,0.3,0.3,0,0,0.0,-81.4
Oct 2007,0.0,-0.3,0,0,6.2,6.2
Nov 2007,5.1,5.1,20,20,12.9,6.7
Dec 2007,23.9,18.8,91,71,32.1,19.2
Jan 2008,38.1,14.2,130,39,44.1,12.0
Feb 2008,49.0,10.9,116,-14,52.0,7.9
Mar 2008,54.8,5.8,125,9,57.1,5.1
Apr 2008,55.4,0.6,103,-22,58.7,1.6
May 2008,19.5,-35.9,30,-73,59.3,0.6
Jun 2008,0.0,-19.5,0,-30,60.0,0.7
Jul 2008,0.0,0.0,0,0,60.9,0.9
Aug 2008,0.0,0.0,0,0,63.9,3.0
Sep 2008,0.0,0.0,0,0,0.0,-63.9
Oct 2008,0.0,0.0,0,0,3.7,3.7
Nov 2008,1.5,1.5,3,3,14.3,10.6
Dec 2008,10.0,8.5,55,52,24.3,10.0
Jan 2009,19.1,9.1,58,3,36.3,12.0
Feb 2009,22.9,3.8,63,5,38.3,2.0
Mar 2009,30.3,7.4,82,19,44.9,6.6
Apr 2009,28.0,-2.3,58,-24,48.5,3.6
May 2009,2.7,-25.3,3,-55,51.7,3.2
Jun 2009,0.0,-2.7,0,-3,52.1,0.4
Jul 2009,0.0,0.0,0,0,52.9,0.8
Aug 2009,0.0,0.0,0,0,54.8,1.9
Sep 2009,0.0,0.0,0,0,0.0,-54.8
Oct 2009,0.4,0.4,0,0,9.5,9.5
Nov 2009,15.1,14.7,49,49,24.7,15.2
Dec 2009,19.6,4.5,66,17,29.8,5.1
Jan 2010,31.1,11.5,90,24,39.9,10.1
Feb 2010,36.6,5.5,90,0,44.0,4.1
Mar 2010,41.1,4.5,92,2,49.1,5.1
Apr 2010,34.8,-6.3,67,-25,52.9,3.8
May 2010,14.4,-20.4,26,-41,56.4,3.5
Jun 2010,0.0,-14.4,0,-26,59.2,2.8
Jul 2010,0.0,0.0,0,0,60.0,0.8
Aug 2010,0.0,0.0,0,0,61.9,1.9
Sep 2010,0.0,0.0,0,0,0.0,-61.9
Oct 2010,0.2,0.2,0,0,5.3,5.3
Nov 2010,4.9,4.7,33,33,15.0,9.7
Dec 2010,16.7,11.8,62,29,29.3,14.3
Jan 2011,24.1,7.4,61,-1,42.5,13.2
Feb 2011,32.3,8.2,97,36,50.1,7.6
Mar 2011,48.2,15.9,106,9,62.8,12.7
Apr 2011,52.3,4.1,105,-1,68.3,5.5
May 2011,30.5,-21.8,57,-48,71.8,3.5
Jun 2011,0.0,-30.5,0,-57,72.8,1.0
Jul 2011,0.0,0.0,0,0,73.2,0.4
Aug 2011,0.0,0.0,0,0,73.2,0.0
Sep 2011,0.0,0.0,0,0,0.0,-73.2
Oct 2011,0.5,0.5,0,0,6.7,6.7
Nov 2011,13.0,12.5,49,49,19.9,13.2
Dec 2011,19.9,6.9,68,19,27.2,7.3
Jan 2012,35.2,15.3,101,33,41.9,14.7
Feb 2012,45.5,10.3,139,38,51.8,9.9
Mar 2012,59.1,13.6,150,11,62.4,10.6
Apr 2012,55.0,-4.1,108,-42,67.1,4.7
May 2012,28.3,-26.7,48,-60,68.3,1.2
Jun 2012,0.0,-28.3,0,-48,71.9,3.6
Jul 2012,0.0,0.0,0,0,73.5,1.6
Aug 2012,0.0,0.0,0,0,74.0,0.5
Sep 2012,0.0,0.0,0,0,0.0,-74.0
Oct 2012,0.4,0.4,1,1,11.7,11.7
Nov 2012,9.8,9.4,47,46,24.7,13.0
Dec 2012,25.8,16.0,86,39,38.9,14.2
Jan 2013,35.5,9.7,96,10,46.2,7.3
Feb 2013,41.1,5.6,110,14,51.1,4.9
Mar 2013,47.1,6.0,87,-23,56.7,5.6
Apr 2013,37.9,-9.2,69,-18,60.5,3.8
May 2013,1.6,-36.3,0,-69,63.2,2.7
Jun 2013,0.0,-1.6,0,0,,
Jul 2013,0.0,0.0,0,0,,
Aug 2013,0.0,0.0,0,0,,
Sep 2013,0.0,0.0,0,0,0.0,
Oct 2013,0.0,0.0,0,0,1.4,1.4
Nov 2013,3.8,3.8,13,13,8.5,7.1
Dec 2013,7.8,4.0,20,7,12.4,3.9
Jan 2014,15.3,7.5,52,32,20.7,8.3
Feb 2014,34.1,18.8,110,58,36.0,15.3
Mar 2014,48.8,14.7,107,-3,51.0,15.0
Apr 2014,43.7,-5.1,79,-28,53.8,2.8
May 2014,4.0,-39.7,14,-65,54.2,0.4
Jun 2014,0.0,-4.0,0,-14,55.8,1.6
Jul 2014,0.0,0.0,0,0,56.9,1.1
Aug 2014,0.0,0.0,0,0,58.7,1.8
Sep 2014,0.0,0.0,0,0,0.0,-58.7
Oct 2014,0.0,0.0,0,0,9.3,9.3
Nov 2014,7.3,7.3,23,23,24.3,15.0
Dec 2014,12.0,4.7,49,26,33.0,8.7
Jan 2015,18.6,6.6,57,8,42.6,9.6
Feb 2015,22.6,4.0,60,3,48.8,6.2
Mar 2015,18.6,-4.0,43,-17,54.8,6.0
Apr 2015,5.7,-12.9,15,-28,56.1,1.3
May 2015,0.0,-5.7,0,-15,56.8,0.7
Jun 2015,0.0,0.0,0,0,56.8,0.0
Jul 2015,0.0,0.0,0,0,57.7,0.9
Aug 2015,0.0,0.0,0,0,60.6,2.9
Sep 2015,0.0,0.0,0,0,0.0,-60.6
Oct 2015,0.0,0.0,0,0,9.1,9.1
Nov 2015,5.9,5.9,19,19,21.6,12.5
Dec 2015,23.7,17.8,75,56,40.6,19.0
Jan 2016,37.7,14.0,99,24,53.6,13.0
Feb 2016,47.0,9.3,104,5,63.1,9.5
