#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Jan 1978 to Dec 2015
# Report Instantaneous Data As: End of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 910: Elbow Lake, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                 
# Snow Water Equivalent       Value       None           Instantaneous - End of Month  N/A        Inches             N/A           WTEQ                                      
# Snow Water Equivalent       Delta       None           Instantaneous - End of Month  N/A        Inches             N/A           WTEQ                                      
# Snow Depth                  Value       None           Instantaneous - End of Month  N/A        Inches             N/A           SNWD                                      
# Snow Depth                  Delta       None           Instantaneous - End of Month  N/A        Inches             N/A           SNWD                                      
# Precipitation Accumulation  Value       None           Instantaneous - End of Month  N/A        Inches             N/A           PREC          Precipitation accumulation  
# Precipitation Accumulation  Delta       None           Instantaneous - End of Month  N/A        Inches             N/A           PREC          Precipitation accumulation  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Elbow Lake (910) 
# Washington  SNOTEL Site - 3040 ft
# Reporting Frequency: Monthly; Date Range: Jan 1978 to Dec 2015
#
# As of: Jan 23, 2017 2:15:03 PM GMT-08:00
#
Date,Snow Water Equivalent (in) End of Month Values,Change In Snow Water Equivalent (in),Snow Depth (in) End of Month Values,Change In Snow Depth (in),Precipitation Accumulation (in) End of Month Values,Change In Precipitation Accumulation (in)
Dec 2000,7.8,5.0,27,15,28.9,11.2
Jan 2001,13.7,5.9,172,145,40.9,12.0
Feb 2001,19.0,5.3,,,46.4,5.5
Mar 2001,21.3,2.3,171,,58.4,12.0
Apr 2001,17.6,-3.7,171,0,65.2,6.8
May 2001,0.0,-17.6,,,71.2,6.0
Jun 2001,0.0,0.0,,,75.9,4.7
Jul 2001,0.0,0.0,,,78.1,2.2
Aug 2001,0.0,0.0,,,86.6,8.5
Sep 2001,0.0,0.0,,,0.0,-86.6
Oct 2001,0.8,0.8,4,,20.5,20.5
Nov 2001,6.0,5.2,35,31,44.7,24.2
Dec 2001,22.6,16.6,57,22,69.9,25.2
Jan 2002,32.9,10.3,98,41,98.5,28.6
Feb 2002,40.4,7.5,92,-6,115.8,17.3
Mar 2002,54.9,14.5,118,26,131.5,15.7
Apr 2002,44.3,-10.6,88,-30,143.2,11.7
May 2002,23.9,-20.4,47,-41,150.0,6.8
Jun 2002,0.0,-23.9,0,-47,155.7,5.7
Jul 2002,0.0,0.0,0,0,157.0,1.3
Aug 2002,0.0,0.0,,,158.6,1.6
Sep 2002,0.0,0.0,0,,0.0,-158.6
Oct 2002,0.0,0.0,0,0,1.6,1.6
Nov 2002,0.0,0.0,0,0,21.1,19.5
Dec 2002,6.7,6.7,25,25,37.9,16.8
Jan 2003,7.8,1.1,18,-7,62.8,24.9
Feb 2003,13.2,5.4,37,19,69.5,6.7
Mar 2003,21.6,8.4,48,11,96.6,27.1
Apr 2003,15.5,-6.1,32,-16,105.6,9.0
May 2003,0.0,-15.5,0,-32,109.3,3.7
Jun 2003,0.0,0.0,0,0,111.8,2.5
Jul 2003,0.0,0.0,0,0,112.1,0.3
Aug 2003,0.0,0.0,0,0,112.3,0.2
Sep 2003,0.0,0.0,0,0,0.0,-112.3
Oct 2003,0.0,0.0,0,0,33.1,33.1
Nov 2003,12.0,12.0,37,37,58.5,25.4
Dec 2003,22.9,10.9,69,32,75.3,16.8
Jan 2004,31.0,8.1,,,96.6,21.3
Feb 2004,33.4,2.4,73,,103.3,6.7
Mar 2004,36.8,3.4,78,5,117.9,14.6
Apr 2004,14.6,-22.2,27,-51,120.1,2.2
May 2004,0.0,-14.6,0,-27,127.5,7.4
Jun 2004,0.0,0.0,0,0,131.2,3.7
Jul 2004,0.0,0.0,0,0,132.1,0.9
Aug 2004,0.0,0.0,0,0,143.0,10.9
Sep 2004,0.0,0.0,0,0,0.0,-143.0
Oct 2004,0.0,0.0,0,0,11.8,11.8
Nov 2004,1.2,1.2,8,8,32.7,20.9
Dec 2004,4.4,3.2,13,5,52.4,19.7
Jan 2005,0.8,-3.6,8,-5,69.7,17.3
Feb 2005,4.8,4.0,11,3,73.9,4.2
Mar 2005,7.1,2.3,25,14,89.2,15.3
Apr 2005,0.0,-7.1,0,-25,101.3,12.1
May 2005,0.0,0.0,0,0,109.4,8.1
Jun 2005,0.0,0.0,0,0,113.4,4.0
Jul 2005,0.0,0.0,0,0,118.0,4.6
Aug 2005,0.0,0.0,0,0,121.3,3.3
Sep 2005,0.0,0.0,0,0,0.0,-121.3
Oct 2005,0.1,0.1,0,0,17.7,17.7
Nov 2005,8.1,8.0,29,29,32.7,15.0
Dec 2005,7.7,-0.4,19,-10,52.7,20.0
Jan 2006,29.0,21.3,83,64,89.1,36.4
Feb 2006,39.5,10.5,98,15,101.4,12.3
Mar 2006,45.6,6.1,97,-1,110.0,8.6
Apr 2006,36.3,-9.3,72,-25,117.4,7.4
May 2006,3.1,-33.2,8,-64,121.7,4.3
Jun 2006,0.0,-3.1,0,-8,127.3,5.6
Jul 2006,0.0,0.0,0,0,129.1,1.8
Aug 2006,0.0,0.0,0,0,129.8,0.7
Sep 2006,0.0,0.0,0,0,0.0,-129.8
Oct 2006,0.0,0.0,0,0,5.7,5.7
Nov 2006,15.5,15.5,62,62,49.5,43.8
Dec 2006,25.5,10.0,66,4,67.7,18.2
Jan 2007,36.5,11.0,90,24,87.6,19.9
Feb 2007,45.2,8.7,115,25,102.1,14.5
Mar 2007,44.5,-0.7,87,-28,124.9,22.8
Apr 2007,34.8,-9.7,63,-24,135.7,10.8
May 2007,0.1,-34.7,0,-63,136.8,1.1
Jun 2007,0.0,-0.1,0,0,142.5,5.7
Jul 2007,0.0,0.0,0,0,147.2,4.7
Aug 2007,0.0,0.0,0,0,148.9,1.7
Sep 2007,0.1,0.1,0,0,0.0,-148.9
Oct 2007,0.0,-0.1,0,0,19.6,19.6
Nov 2007,2.1,2.1,12,12,34.0,14.4
Dec 2007,19.4,17.3,82,70,63.9,29.9
Jan 2008,36.1,16.7,115,33,82.1,18.2
Feb 2008,51.6,15.5,112,-3,95.8,13.7
Mar 2008,62.3,10.7,140,28,109.6,13.8
Apr 2008,64.3,2.0,137,-3,116.3,6.7
May 2008,29.5,-34.8,63,-74,120.9,4.6
Jun 2008,0.0,-29.5,0,-63,125.2,4.3
Jul 2008,0.0,0.0,0,0,127.9,2.7
Aug 2008,0.0,0.0,0,0,138.4,10.5
Sep 2008,0.0,0.0,0,0,0.0,-138.4
Oct 2008,0.0,0.0,0,0,11.4,11.4
Nov 2008,0.0,0.0,0,0,34.9,23.5
Dec 2008,13.3,13.3,64,64,51.4,16.5
Jan 2009,20.8,7.5,59,-5,75.0,23.6
Feb 2009,24.1,3.3,72,13,80.6,5.6
Mar 2009,37.3,13.2,109,37,97.9,17.3
Apr 2009,30.3,-7.0,70,-39,103.9,6.0
May 2009,4.1,-26.2,7,-63,115.5,11.6
Jun 2009,0.0,-4.1,0,-7,116.7,1.2
Jul 2009,0.0,0.0,0,0,118.4,1.7
Aug 2009,0.0,0.0,0,0,120.0,1.6
Sep 2009,0.0,0.0,0,0,0.0,-120.0
Oct 2009,0.0,0.0,0,0,23.8,23.8
Nov 2009,12.2,12.2,31,31,60.8,37.0
Dec 2009,14.7,2.5,41,10,71.4,10.6
Jan 2010,15.4,0.7,32,-9,93.4,22.0
Feb 2010,15.0,-0.4,31,-1,105.1,11.7
Mar 2010,17.8,2.8,37,6,116.1,11.0
Apr 2010,15.1,-2.7,31,-6,125.9,9.8
May 2010,0.0,-15.1,0,-31,134.4,8.5
Jun 2010,0.0,0.0,0,0,140.1,5.7
Jul 2010,0.0,0.0,0,0,140.3,0.2
Aug 2010,0.0,0.0,0,0,144.3,4.0
Sep 2010,0.0,0.0,0,0,0.0,-144.3
Oct 2010,0.0,0.0,0,0,12.8,12.8
Nov 2010,6.6,6.6,28,28,32.8,20.0
Dec 2010,14.7,8.1,45,17,60.2,27.4
Jan 2011,20.1,5.4,48,3,83.7,23.5
Feb 2011,29.5,9.4,84,36,97.7,14.0
Mar 2011,43.2,13.7,103,19,122.3,24.6
Apr 2011,51.2,8.0,106,3,135.0,12.7
May 2011,33.5,-17.7,67,-39,142.2,7.2
Jun 2011,0.0,-33.5,0,-67,145.9,3.7
Jul 2011,0.0,0.0,0,0,149.5,3.6
Aug 2011,0.0,0.0,0,0,150.4,0.9
Sep 2011,0.0,0.0,0,0,0.0,-150.4
Oct 2011,0.0,0.0,0,0,10.3,10.3
Nov 2011,10.4,10.4,31,31,34.2,23.9
Dec 2011,12.6,2.2,32,1,44.1,9.9
Jan 2012,25.4,12.8,73,41,68.2,24.1
Feb 2012,38.7,13.3,113,40,83.5,15.3
Mar 2012,57.7,19.0,131,18,104.8,21.3
Apr 2012,47.3,-10.4,94,-37,116.9,12.1
May 2012,21.3,-26.0,41,-53,124.6,7.7
Jun 2012,0.0,-21.3,0,-41,133.0,8.4
Jul 2012,0.0,0.0,0,0,136.3,3.3
Aug 2012,0.0,0.0,0,0,136.6,0.3
Sep 2012,0.0,0.0,0,0,0.0,-136.6
Oct 2012,0.0,0.0,0,0,23.4,23.4
Nov 2012,3.3,3.3,9,9,47.1,23.7
Dec 2012,21.4,18.1,74,65,69.7,22.6
Jan 2013,31.4,10.0,94,20,84.0,14.3
Feb 2013,44.5,13.1,123,29,96.3,12.3
Mar 2013,44.9,0.4,97,-26,112.0,15.7
Apr 2013,39.0,-5.9,80,-17,126.4,14.4
May 2013,6.2,-32.8,13,-67,133.9,7.5
Jun 2013,0.0,-6.2,0,-13,138.7,4.8
Jul 2013,0.0,0.0,0,0,139.0,0.3
Aug 2013,0.0,0.0,0,0,144.2,5.2
Sep 2013,0.0,0.0,0,0,0.0,-144.2
Oct 2013,0.0,0.0,0,0,5.6,5.6
Nov 2013,2.5,2.5,7,7,23.4,17.8
Dec 2013,4.9,2.4,13,6,33.9,10.5
Jan 2014,11.9,7.0,32,19,53.1,19.2
Feb 2014,27.0,15.1,74,42,69.5,16.4
Mar 2014,33.7,6.7,75,1,96.8,27.3
Apr 2014,24.8,-8.9,50,-25,108.2,11.4
May 2014,0.0,-24.8,0,-50,117.7,9.5
Jun 2014,0.0,0.0,0,0,121.9,4.2
Jul 2014,0.0,0.0,0,0,126.2,4.3
Aug 2014,0.0,0.0,0,0,129.0,2.8
Sep 2014,0.0,0.0,0,0,0.0,-129.0
Oct 2014,0.0,0.0,0,0,27.0,27.0
Nov 2014,0.3,0.3,2,2,55.5,28.5
Dec 2014,3.0,2.7,15,13,77.4,21.9
Jan 2015,1.2,-1.8,2,-13,96.8,19.4
Feb 2015,0.0,-1.2,0,-2,113.7,16.9
Mar 2015,0.0,0.0,0,0,131.2,17.5
Apr 2015,0.0,0.0,0,0,137.9,6.7
May 2015,0.0,0.0,0,0,140.9,3.0
Jun 2015,0.0,0.0,0,0,142.0,1.1
Jul 2015,0.0,0.0,0,0,143.2,1.2
Aug 2015,0.0,0.0,0,0,153.0,9.8
Sep 2015,0.0,0.0,0,0,0.0,-153.0
Oct 2015,0.0,0.0,0,0,14.9,14.9
Nov 2015,2.5,2.5,12,12,39.3,24.4
Dec 2015,16.3,13.8,53,41,69.6,30.3
