#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Jan 1978 to Dec 2015
# Report Instantaneous Data As: End of Month
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 375: Bumping Ridge, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                 
# Snow Water Equivalent       Value       None           Instantaneous - End of Month  N/A        Inches             N/A           WTEQ                                      
# Snow Water Equivalent       Delta       None           Instantaneous - End of Month  N/A        Inches             N/A           WTEQ                                      
# Snow Depth                  Value       None           Instantaneous - End of Month  N/A        Inches             N/A           SNWD                                      
# Snow Depth                  Delta       None           Instantaneous - End of Month  N/A        Inches             N/A           SNWD                                      
# Precipitation Accumulation  Value       None           Instantaneous - End of Month  N/A        Inches             N/A           PREC          Precipitation accumulation  
# Precipitation Accumulation  Delta       None           Instantaneous - End of Month  N/A        Inches             N/A           PREC          Precipitation accumulation  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Bumping Ridge (375) 
# Washington  SNOTEL Site - 4610 ft
# Reporting Frequency: Monthly; Date Range: Jan 1978 to Dec 2015
#
# As of: Jan 20, 2017 6:40:02 PM GMT-08:00
#
Date,Snow Water Equivalent (in) End of Month Values,Change In Snow Water Equivalent (in),Snow Depth (in) End of Month Values,Change In Snow Depth (in),Precipitation Accumulation (in) End of Month Values,Change In Precipitation Accumulation (in)
Jul 1987,0.0,0.0,,,55.0,0.6
Aug 1987,0.0,0.0,,,55.0,0.0
Sep 1987,0.0,0.0,,,0.0,-55.0
Oct 1987,0.0,0.0,,,0.0,0.0
Nov 1987,1.7,1.7,,,4.3,4.3
Dec 1987,10.3,8.6,,,18.1,13.8
Jan 1988,15.2,4.9,,,26.0,7.9
Feb 1988,18.5,3.3,,,29.8,3.8
Mar 1988,24.0,5.5,,,38.4,8.6
Apr 1988,19.8,-4.2,,,44.7,6.3
May 1988,3.3,-16.5,,,49.6,4.9
Jun 1988,0.0,-3.3,,,52.4,2.8
Jul 1988,0.0,0.0,,,53.9,1.5
Aug 1988,0.0,0.0,,,54.1,0.2
Sep 1988,0.0,0.0,,,0.0,-54.1
Oct 1988,0.0,0.0,,,2.9,2.9
Nov 1988,7.4,7.4,,,18.8,15.9
Dec 1988,9.8,2.4,,,24.8,6.0
Jan 1989,18.1,8.3,,,33.8,9.0
Feb 1989,22.1,4.0,,,39.0,5.2
Mar 1989,29.7,7.6,,,48.6,9.6
Apr 1989,24.8,-4.9,,,53.1,4.5
May 1989,10.3,-14.5,,,56.1,3.0
Jun 1989,0.0,-10.3,,,57.5,1.4
Jul 1989,0.0,0.0,,,58.4,0.9
Aug 1989,0.0,0.0,,,59.7,1.3
Sep 1989,0.0,0.0,,,0.0,-59.7
Oct 1989,0.0,0.0,,,2.1,2.1
Nov 1989,1.5,1.5,,,8.7,6.6
Dec 1989,0.3,-1.2,,,14.8,6.1
Jan 1990,12.9,12.6,,,31.4,16.6
Feb 1990,22.7,9.8,,,42.8,11.4
Mar 1990,26.2,3.5,,,46.8,4.0
Apr 1990,21.0,-5.2,,,50.8,4.0
May 1990,8.1,-12.9,,,53.7,2.9
Jun 1990,0.0,-8.1,,,57.3,3.6
Jul 1990,0.0,0.0,,,59.0,1.7
Aug 1990,0.0,0.0,,,61.8,2.8
Sep 1990,0.0,0.0,,,0.0,-61.8
Oct 1990,0.0,0.0,,,9.1,9.1
Nov 1990,3.4,3.4,,,26.3,17.2
Dec 1990,10.0,6.6,,,33.3,7.0
Jan 1991,13.4,3.4,,,45.3,12.0
Feb 1991,13.4,0.0,,,52.8,7.5
Mar 1991,19.5,6.1,,,59.6,6.8
Apr 1991,21.8,2.3,,,66.5,6.9
May 1991,7.2,-14.6,,,68.9,2.4
Jun 1991,0.0,-7.2,,,73.1,4.2
Jul 1991,0.0,0.0,,,73.4,0.3
Aug 1991,0.0,0.0,,,73.8,0.4
Sep 1991,0.0,0.0,,,0.0,-73.8
Oct 1991,0.9,0.9,,,2.1,2.1
Nov 1991,3.4,2.5,,,13.7,11.6
Dec 1991,8.2,4.8,,,20.7,7.0
Jan 1992,13.9,5.7,,,32.8,12.1
Feb 1992,17.9,4.0,,,37.2,4.4
Mar 1992,15.6,-2.3,,,38.9,1.7
Apr 1992,8.4,-7.2,,,45.4,6.5
May 1992,0.0,-8.4,,,46.3,0.9
Jun 1992,0.0,0.0,,,48.9,2.6
Jul 1992,0.0,0.0,,,49.9,1.0
Aug 1992,0.0,0.0,,,50.4,0.5
Sep 1992,0.0,0.0,,,0.0,-50.4
Oct 1992,0.2,0.2,,,3.5,3.5
Nov 1992,4.2,4.0,,,10.4,6.9
Dec 1992,11.8,7.6,,,18.3,7.9
Jan 1993,16.6,4.8,,,24.8,6.5
Feb 1993,17.2,0.6,,,25.8,1.0
Mar 1993,21.0,3.8,,,33.0,7.2
Apr 1993,19.8,-1.2,,,39.1,6.1
May 1993,0.0,-19.8,,,41.7,2.6
Jun 1993,0.0,0.0,,,45.0,3.3
Jul 1993,0.0,0.0,,,47.9,2.9
Aug 1993,0.0,0.0,,,48.9,1.0
Sep 1993,0.0,0.0,,,0.0,-48.9
Oct 1993,0.0,0.0,,,2.0,2.0
Nov 1993,2.7,2.7,,,5.8,3.8
Dec 1993,8.6,5.9,,,13.0,7.2
Jan 1994,10.8,2.2,,,19.7,6.7
Feb 1994,20.3,9.5,,,31.4,11.7
Mar 1994,23.5,3.2,,,38.1,6.7
Apr 1994,16.6,-6.9,,,42.6,4.5
May 1994,0.0,-16.6,,,50.1,7.5
Jun 1994,0.0,0.0,,,51.0,0.9
Jul 1994,0.0,0.0,,,52.4,1.4
Aug 1994,0.0,0.0,,,53.1,0.7
Sep 1994,0.0,0.0,,,0.0,-53.1
Oct 1994,3.6,3.6,,,11.8,11.8
Nov 1994,11.3,7.7,,,23.8,12.0
Dec 1994,18.0,6.7,,,31.0,7.2
Jan 1995,22.9,4.9,,,39.6,8.6
Feb 1995,24.0,1.1,,,46.1,6.5
Mar 1995,25.4,1.4,,,51.7,5.6
Apr 1995,23.7,-1.7,,,54.8,3.1
May 1995,2.0,-21.7,,,57.2,2.4
Jun 1995,0.0,-2.0,,,58.5,1.3
Jul 1995,0.0,0.0,,,59.8,1.3
Aug 1995,0.0,0.0,,,60.9,1.1
Sep 1995,0.0,0.0,,,0.0,-60.9
Oct 1995,0.0,0.0,,,7.7,7.7
Nov 1995,0.2,0.2,,,30.9,23.2
Dec 1995,7.5,7.3,,,43.0,12.1
Jan 1996,14.3,6.8,,,54.4,11.4
Feb 1996,18.3,4.0,,,74.2,19.8
Mar 1996,18.0,-0.3,,,76.6,2.4
Apr 1996,16.9,-1.1,,,84.5,7.9
May 1996,5.7,-11.2,,,87.8,3.3
Jun 1996,0.0,-5.7,,,88.5,0.7
Jul 1996,0.0,0.0,,,89.0,0.5
Aug 1996,0.0,0.0,,,89.3,0.3
Sep 1996,0.0,0.0,,,0.0,-89.3
Oct 1996,1.6,1.6,,,8.2,8.2
Nov 1996,9.3,7.7,,,20.9,12.7
Dec 1996,29.5,20.2,,,43.4,22.5
Jan 1997,35.1,5.6,,,52.3,8.9
Feb 1997,41.1,6.0,,,62.3,10.0
Mar 1997,51.7,10.6,,,82.2,19.9
Apr 1997,48.9,-2.8,,,87.5,5.3
May 1997,29.1,-19.8,,,93.3,5.8
Jun 1997,0.6,-28.5,,,96.4,3.1
Jul 1997,0.0,-0.6,,,99.2,2.8
Aug 1997,0.0,0.0,,,100.3,1.1
Sep 1997,0.0,0.0,,,0.0,-100.3
Oct 1997,0.0,0.0,,,13.5,13.5
Nov 1997,5.0,5.0,,,20.9,7.4
Dec 1997,8.6,3.6,,,25.9,5.0
Jan 1998,21.7,13.1,,,40.6,14.7
Feb 1998,26.7,5.0,,,45.7,5.1
Mar 1998,29.4,2.7,,,50.6,4.9
Apr 1998,25.6,-3.8,,,52.3,1.7
May 1998,12.8,-12.8,,,56.2,3.9
Jun 1998,0.0,-12.8,,,57.8,1.6
Jul 1998,0.0,0.0,,,58.8,1.0
Aug 1998,0.0,0.0,,,59.4,0.6
Sep 1998,0.0,0.0,,,0.0,-59.4
Oct 1998,0.0,0.0,,,3.5,3.5
Nov 1998,9.1,9.1,,,20.6,17.1
Dec 1998,21.5,12.4,,,39.8,19.2
Jan 1999,32.3,10.8,,,51.2,11.4
Feb 1999,49.4,17.1,,,68.5,17.3
Mar 1999,56.3,6.9,,,74.4,5.9
Apr 1999,54.8,-1.5,,,74.9,0.5
May 1999,41.7,-13.1,,,76.6,1.7
Jun 1999,14.6,-27.1,,,77.2,0.6
Jul 1999,0.0,-14.6,,,77.9,0.7
Aug 1999,0.0,0.0,,,80.3,2.4
Sep 1999,0.0,0.0,,,0.0,-80.3
Oct 1999,0.1,0.1,,,4.6,4.6
Nov 1999,2.5,2.4,,,21.4,16.8
Dec 1999,10.5,8.0,,,32.9,11.5
Jan 2000,20.0,9.5,,,43.2,10.3
Feb 2000,26.1,6.1,,,50.5,7.3
Mar 2000,30.0,3.9,,,55.3,4.8
Apr 2000,24.0,-6.0,,,57.7,2.4
May 2000,12.4,-11.6,,,60.6,2.9
Jun 2000,0.0,-12.4,,,62.6,2.0
Jul 2000,0.0,0.0,,,62.8,0.2
Aug 2000,0.0,0.0,,,63.0,0.2
Sep 2000,0.0,0.0,,,0.0,-63.0
Oct 2000,0.0,0.0,,,3.0,3.0
Nov 2000,2.3,2.3,,,6.5,3.5
Dec 2000,7.9,5.6,,,11.6,5.1
Jan 2001,10.3,2.4,,,14.8,3.2
Feb 2001,14.1,3.8,,,18.8,4.0
Mar 2001,15.9,1.8,,,23.7,4.9
Apr 2001,15.9,0.0,,,28.4,4.7
May 2001,0.0,-15.9,,,31.1,2.7
Jun 2001,0.0,0.0,,,33.1,2.0
Jul 2001,0.0,0.0,,,34.0,0.9
Aug 2001,0.0,0.0,,,35.2,1.2
Sep 2001,0.0,0.0,,,0.0,-35.2
Oct 2001,1.1,1.1,,,5.5,5.5
Nov 2001,5.2,4.1,,,21.3,15.8
Dec 2001,17.0,11.8,,,33.4,12.1
Jan 2002,25.1,8.1,,,44.7,11.3
Feb 2002,29.1,4.0,,,50.9,6.2
Mar 2002,37.1,8.0,,,58.8,7.9
Apr 2002,34.2,-2.9,,,64.6,5.8
May 2002,10.6,-23.6,,,66.7,2.1
Jun 2002,0.0,-10.6,,,68.2,1.5
Jul 2002,0.0,0.0,,,68.6,0.4
Aug 2002,0.0,0.0,,,68.6,0.0
Sep 2002,0.0,0.0,,,0.0,-68.6
Oct 2002,0.0,0.0,,,0.3,0.3
Nov 2002,0.0,0.0,,,5.0,4.7
Dec 2002,7.9,7.9,,,14.4,9.4
Jan 2003,13.9,6.0,,,33.4,19.0
Feb 2003,16.0,2.1,,,36.9,3.5
Mar 2003,21.6,5.6,,,48.1,11.2
Apr 2003,20.5,-1.1,,,52.7,4.6
May 2003,4.6,-15.9,,,54.3,1.6
Jun 2003,0.0,-4.6,,,54.3,0.0
Jul 2003,0.0,0.0,0,,54.3,0.0
Aug 2003,0.0,0.0,0,0,54.3,0.0
Sep 2003,0.0,0.0,0,0,0.0,-54.3
Oct 2003,0.5,0.5,6,6,8.2,8.2
Nov 2003,8.0,7.5,30,24,20.1,11.9
Dec 2003,14.1,6.1,57,27,27.4,7.3
Jan 2004,22.0,7.9,73,16,38.6,11.2
Feb 2004,24.4,2.4,74,1,41.6,3.0
Mar 2004,26.3,1.9,71,-3,45.7,4.1
Apr 2004,17.1,-9.2,38,-33,47.1,1.4
May 2004,0.0,-17.1,0,-38,50.0,2.9
Jun 2004,0.0,0.0,0,0,52.1,2.1
Jul 2004,0.0,0.0,0,0,52.1,0.0
Aug 2004,0.0,0.0,0,0,56.4,4.3
Sep 2004,0.0,0.0,0,0,0.0,-56.4
Oct 2004,0.5,0.5,4,4,3.8,3.8
Nov 2004,0.5,0.0,3,-1,7.5,3.7
Dec 2004,3.8,3.3,14,11,14.9,7.4
Jan 2005,2.2,-1.6,4,-10,22.3,7.4
Feb 2005,2.6,0.4,6,2,23.5,1.2
Mar 2005,5.4,2.8,23,17,29.8,6.3
Apr 2005,0.4,-5.0,1,-22,33.3,3.5
May 2005,0.0,-0.4,0,-1,38.4,5.1
Jun 2005,0.0,0.0,0,0,40.7,2.3
Jul 2005,0.0,0.0,0,0,42.6,1.9
Aug 2005,0.0,0.0,0,0,42.7,0.1
Sep 2005,0.0,0.0,0,0,0.0,-42.7
Oct 2005,1.2,1.2,3,3,5.0,5.0
Nov 2005,7.0,5.8,33,30,12.2,7.2
Dec 2005,13.1,6.1,50,17,24.7,12.5
Jan 2006,28.7,15.6,101,51,45.4,20.7
Feb 2006,32.8,4.1,96,-5,49.8,4.4
Mar 2006,36.6,3.8,94,-2,53.9,4.1
Apr 2006,32.2,-4.4,75,-19,56.7,2.8
May 2006,10.8,-21.4,18,-57,58.5,1.8
Jun 2006,0.0,-10.8,0,-18,61.6,3.1
Jul 2006,0.0,0.0,0,0,62.3,0.7
Aug 2006,0.0,0.0,0,0,62.6,0.3
Sep 2006,0.0,0.0,0,0,0.0,-62.6
Oct 2006,0.0,0.0,0,0,1.6,1.6
Nov 2006,9.9,9.9,,,29.9,28.3
Dec 2006,18.2,8.3,,,38.8,8.9
Jan 2007,23.9,5.7,72,,47.8,9.0
Feb 2007,30.2,6.3,88,16,54.4,6.6
Mar 2007,27.3,-2.9,63,-25,64.1,9.7
Apr 2007,21.5,-5.8,,,65.5,1.4
May 2007,0.0,-21.5,0,,66.1,0.6
Jun 2007,0.0,0.0,0,0,68.1,2.0
Jul 2007,0.0,0.0,0,0,68.3,0.2
Aug 2007,0.0,0.0,0,0,68.9,0.6
Sep 2007,0.0,0.0,0,0,0.0,-68.9
Oct 2007,0.0,0.0,0,0,5.3,5.3
Nov 2007,2.3,2.3,,,12.8,7.5
Dec 2007,13.3,11.0,64,,29.9,17.1
Jan 2008,23.9,10.6,104,40,40.7,10.8
Feb 2008,31.2,7.3,87,-17,46.8,6.1
Mar 2008,36.2,5.0,102,15,51.2,4.4
Apr 2008,35.9,-0.3,85,-17,54.4,3.2
May 2008,14.5,-21.4,28,-57,55.9,1.5
Jun 2008,0.0,-14.5,0,-28,57.5,1.6
Jul 2008,0.0,0.0,0,0,57.9,0.4
Aug 2008,0.0,0.0,0,0,59.4,1.5
Sep 2008,0.0,0.0,0,0,0.0,-59.4
Oct 2008,0.0,0.0,0,0,2.4,2.4
Nov 2008,0.3,0.3,1,1,12.4,10.0
Dec 2008,12.1,11.8,62,61,23.6,11.2
Jan 2009,19.5,7.4,60,-2,31.8,8.2
Feb 2009,22.6,3.1,72,12,34.5,2.7
Mar 2009,31.5,8.9,92,20,42.0,7.5
Apr 2009,29.4,-2.1,72,-20,45.4,3.4
May 2009,10.5,-18.9,20,-52,50.5,5.1
Jun 2009,0.0,-10.5,0,-20,51.5,1.0
Jul 2009,0.0,0.0,0,0,51.5,0.0
Aug 2009,0.0,0.0,0,0,52.0,0.5
Sep 2009,0.0,0.0,0,0,0.0,-52.0
Oct 2009,0.1,0.1,0,0,6.8,6.8
Nov 2009,8.0,7.9,27,27,17.1,10.3
Dec 2009,11.3,3.3,42,15,23.7,6.6
Jan 2010,16.1,4.8,58,16,31.3,7.6
Feb 2010,18.8,2.7,65,7,35.1,3.8
Mar 2010,24.6,5.8,87,22,40.6,5.5
Apr 2010,24.7,0.1,65,-22,46.0,5.4
May 2010,13.5,-11.2,33,-32,51.2,5.2
Jun 2010,0.0,-13.5,0,-33,54.9,3.7
Jul 2010,0.0,0.0,0,0,56.4,1.5
Aug 2010,0.0,0.0,0,0,57.4,1.0
Sep 2010,0.0,0.0,0,0,0.0,-57.4
Oct 2010,2.4,2.4,9,9,6.3,6.3
Nov 2010,5.8,3.4,32,23,15.1,8.8
Dec 2010,13.2,7.4,51,19,26.5,11.4
Jan 2011,16.5,3.3,45,-6,37.8,11.3
Feb 2011,22.2,5.7,94,49,45.5,7.7
Mar 2011,32.6,10.4,94,0,57.4,11.9
Apr 2011,36.4,3.8,95,1,62.8,5.4
May 2011,23.0,-13.4,52,-43,67.0,4.2
Jun 2011,0.0,-23.0,0,-52,68.1,1.1
Jul 2011,0.0,0.0,0,0,68.7,0.6
Aug 2011,0.0,0.0,0,0,68.9,0.2
Sep 2011,0.0,0.0,0,0,0.0,-68.9
Oct 2011,0.1,0.1,1,1,5.7,5.7
Nov 2011,7.5,7.4,26,25,15.7,10.0
Dec 2011,11.4,3.9,41,15,22.2,6.5
Jan 2012,20.7,9.3,69,28,34.6,12.4
Feb 2012,28.0,7.3,94,25,42.5,7.9
Mar 2012,37.8,9.8,118,24,52.3,9.8
Apr 2012,30.0,-7.8,77,-41,57.0,4.7
May 2012,12.0,-18.0,23,-54,60.6,3.6
Jun 2012,0.0,-12.0,0,-23,63.7,3.1
Jul 2012,0.0,0.0,0,0,65.3,1.6
Aug 2012,0.0,0.0,0,0,65.5,0.2
Sep 2012,0.0,0.0,0,0,0.0,-65.5
Oct 2012,0.0,0.0,0,0,10.6,10.6
Nov 2012,4.0,4.0,15,15,21.2,10.6
Dec 2012,13.7,9.7,55,40,31.7,10.5
Jan 2013,17.8,4.1,60,5,36.1,4.4
Feb 2013,21.6,3.8,74,14,40.0,3.9
Mar 2013,22.0,0.4,57,-17,43.3,3.3
Apr 2013,18.9,-3.1,46,-11,50.0,6.7
May 2013,0.0,-18.9,0,-46,53.0,3.0
Jun 2013,0.0,0.0,0,0,53.7,0.7
Jul 2013,0.0,0.0,0,0,53.9,0.2
Aug 2013,0.0,0.0,0,0,55.4,1.5
Sep 2013,1.3,1.3,4,4,0.0,-55.4
Oct 2013,0.0,-1.3,0,-4,1.0,1.0
Nov 2013,2.0,2.0,5,5,7.5,6.5
Dec 2013,4.0,2.0,12,7,12.6,5.1
Jan 2014,10.3,6.3,35,23,19.9,7.3
Feb 2014,21.9,11.6,78,43,30.6,10.7
Mar 2014,27.6,5.7,76,-2,44.4,13.8
Apr 2014,22.9,-4.7,59,-17,49.3,4.9
May 2014,0.0,-22.9,0,-59,51.6,2.3
Jun 2014,0.0,0.0,0,0,54.6,3.0
Jul 2014,0.0,0.0,0,0,56.0,1.4
Aug 2014,0.0,0.0,0,0,58.4,2.4
Sep 2014,0.0,0.0,0,0,0.0,-58.4
Oct 2014,0.0,0.0,0,0,10.8,10.8
Nov 2014,0.2,0.2,1,1,21.4,10.6
Dec 2014,3.1,2.9,15,14,30.2,8.8
Jan 2015,5.3,2.2,16,1,36.9,6.7
Feb 2015,4.8,-0.5,16,0,43.7,6.8
Mar 2015,0.2,-4.6,2,-14,50.2,6.5
Apr 2015,0.0,-0.2,0,-2,51.6,1.4
May 2015,0.0,0.0,0,0,54.6,3.0
Jun 2015,0.0,0.0,0,0,55.3,0.7
Jul 2015,0.0,0.0,0,0,56.4,1.1
Aug 2015,0.0,0.0,0,0,58.1,1.7
Sep 2015,0.0,0.0,0,0,0.0,-58.1
Oct 2015,0.0,0.0,0,0,10.7,10.7
Nov 2015,1.2,1.2,8,8,23.7,13.0
Dec 2015,15.0,13.8,62,54,46.8,23.1
