"","R","m","cov","seasonality","nparams","ndatapts","n_p_ratio","NLL","AIC","min_R2","meidian_R2","max_R2","counts_func","counts_gradient","convergence","message","load_names1","load_names2","load_names3","load_names4","load_cors1","load_cors2","load_cors3","load_cors4","eff_names1","eff_names2","eff_cors1","eff_cors2"
"13","EVCV",2,"at","fixed_factors",1081,9282,8.58649398704903,12256.540906776,26675.081813552,0.89363762978168,0.958927356053642,0.980590084100199,1927,487,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,RckDepWs,PctIce2011Ws,BFIWs","WtDepWs,PctIce2011Ws,RckDepWs,PctAlluvCoastWs,RunoffWs,PctUrbLo2011WsRp100",NA,NA,"-0.711920354206421,0.566542395168244,0.522787174897387,0.507171034373745,-0.497738640901977,-0.27329454757832","0.72808858055969,0.561788165343175,-0.51297391229503,-0.419229715282665,-0.313303582408882,-0.275384930334185",NA,NA,"PctAlluvCoastWs,WtDepWs,RunoffWs,PctIce2011Ws,ElevWs,RckDepWs",NA,"0.497695010963542,-0.493281289188784,0.465996984612308,-0.439754972918937,-0.401702776057145,0.399651053026619",NA
"14","EVCV",2,"pc","fixed_factors",1081,9282,8.58649398704903,12315.6524865223,26793.3049730446,0.842143115309391,0.939231032515514,0.980864168907524,2540,762,0,"0 ","WtDepWs,RunoffWs,PctAlluvCoastWs,PctIce2011Ws,RckDepWs,BFIWs","WtDepWs,RckDepWs,PctIce2011Ws,RdDensWsRp100,PctUrbLo2011WsRp100,PctUrbOp2011WsRp100",NA,NA,"-0.710128222862498,0.552970274131606,0.54529580807777,-0.518941943095198,0.500056589721039,-0.30668115775787","0.641549325707662,-0.542660902669944,0.538646757146698,-0.500673501345759,-0.424760313795908,-0.415829003643541",NA,NA,"PctIce2011Ws,RunoffWs,PctAlluvCoastWs,RckDepWs,PctGlacLakeFineWs,PermWs",NA,"0.315541061053976,-0.302260694267579,-0.258306018153374,-0.215460303125056,-0.16379707218166,-0.160450582318995",NA
"15","EVCV",2,"sn","fixed_factors",1081,9282,8.58649398704903,12421.9991957899,27005.9983915798,0.830517864831945,0.932796118586152,0.981319492746591,2868,943,0,"0 ","WtDepWs,RunoffWs,PctAlluvCoastWs,PctIce2011Ws,RckDepWs,BFIWs","RdDensWsRp100,RunoffWs,BFIWs,PctUrbOp2011WsRp100,RckDepWs,PctUrbLo2011WsRp100",NA,NA,"-0.711045944777888,0.549705935302018,0.539131426286622,-0.533799248387121,0.50817203535458,-0.324822125621383","-0.529685979492436,0.503923284659893,-0.438705259006012,-0.43379860504249,-0.398175929040386,-0.395269586941735",NA,NA,"PctUrbOp2011WsRp100,RdDensWsRp100,PopDen2010Ws,RunoffWs,PctImp2006WsRp100,PctUrbLo2011WsRp100",NA,"0.693531107004485,0.636590501715001,0.625222448546674,-0.600125440714408,0.589626595637648,0.578498599259415",NA
"16","EVCV",2,"atpc","fixed_factors",1705,9282,5.44398826979472,11938.6242438527,27287.2484877053,0.900080056429369,0.961229271854353,0.982793033820537,3082,874,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,RckDepWs,PctIce2011Ws,BFIWs","WtDepWs,PctIce2011Ws,RckDepWs,PctAlluvCoastWs,RunoffWs,PctUrbLo2011WsRp100",NA,NA,"-0.704338003154379,0.559597478757882,0.52411286772737,0.509755507604563,-0.498842318723042,-0.268560408135077","0.715281705506663,0.569797004541989,-0.513310190611784,-0.407020511343736,-0.298196223144773,-0.268026312942425",NA,NA,"PctAlluvCoastWs,RckDepWs,PctIce2011Ws,WtDepWs,PctGlacLakeFineWs,ElevWs","RunoffWs,PctIce2011Ws,WtDepWs,PctAlluvCoastWs,BFIWs,RckDepWs","0.490721991508709,0.478155483975694,-0.468919922248233,-0.467406913213699,0.393509024245377,-0.378067553253271","-0.649126965000142,0.364135670856904,0.346704389032687,-0.322088379636412,0.28919024796604,-0.242081777385466"
"17","EVCV",2,"atpcsn","fixed_factors",2329,9282,3.98540145985401,34487.3392895586,73632.6785791172,0.755931771669549,0.932769212512769,0.972774045293766,106,3,0,"0 ","PctGlacLakeFineWs,RckDepWs,RdDensWsRp100,PctIce2011Ws,PermWs,PctUrbOp2011WsRp100","RunoffWs,PctAlluvCoastWs,BFIWs,PctGlacLakeFineWs,RdDensWsRp100,PermWs",NA,NA,"0.390082015990746,0.339404483090469,0.321915041934065,-0.309666140218944,0.289443032064213,0.288003931177026","0.325305929932765,0.283660231455983,-0.237177570833725,-0.236333443114359,-0.17935340386086,-0.176605835023984",NA,NA,"PctAlluvCoastWs,RckDepWs,WtDepWs,ElevWs,PctIce2011Ws,PctGlacLakeFineWs","PctAlluvCoastWs,RckDepWs,ElevWs,WtDepWs,PctIce2011Ws,PctGlacLakeFineWs","0.506326953729936,0.476988380607462,-0.431690502554287,-0.428849158354631,-0.422492579484279,0.356867759266132","-0.506789556063404,-0.489967739375097,0.457080826588087,0.434301623941871,0.420379338193146,-0.378793139092891"
"18","EVCV",2,"atsn","fixed_factors",1705,9282,5.44398826979472,11859.6397432352,27129.2794864704,0.829658793755352,0.944589275314374,0.973245679864135,6565,2000,1,"0 ","WtDepWs,PctAlluvCoastWs,RckDepWs,PctIce2011Ws,ElevWs,RunoffWs","RunoffWs,PctIce2011Ws,WtDepWs,RckDepWs,PctAlluvCoastWs,BFIWs",NA,NA,"-0.800306282621503,0.602798340869405,0.528723398254329,-0.36700045465518,-0.360193300429701,0.343333316163253","0.549758026358204,-0.511782959705771,-0.256619515874927,0.24015047916992,0.208359700812799,-0.16815629917366",NA,NA,"BFIWs,WtDepWs,ElevWs,PctGlacLakeFineWs,RunoffWs,PctAlluvCoastWs","RdDensWsRp100,PctUrbOp2011WsRp100,RunoffWs,PopDen2010Ws,PermWs,PctImp2006WsRp100","-0.483106194052813,-0.453917908732995,-0.449447736994232,0.386559419449596,0.380405427783193,0.365501280971562","0.717869479229691,0.690367527210325,-0.673764404788783,0.590211602801945,0.58644577138209,0.564735892316014"
"19","EVCV",2,"at","fourier",841,9282,11.0368608799049,34502.7826206977,70687.5652413953,0.755879469005757,0.932748355657736,0.972763284995573,82,3,0,"0 ","PctGlacLakeFineWs,RckDepWs,RdDensWsRp100,PctIce2011Ws,PermWs,PctUrbOp2011WsRp100","RunoffWs,PctAlluvCoastWs,BFIWs,PctGlacLakeFineWs,RdDensWsRp100,PermWs",NA,NA,"0.390090426160449,0.339409836018064,0.321916980278712,-0.309670043104871,0.289447385127677,0.28800780773068","0.325296812848574,0.283646778587702,-0.237175971756696,-0.236339347866973,-0.17936109634462,-0.176611002465856",NA,NA,"PctAlluvCoastWs,RckDepWs,WtDepWs,ElevWs,PctIce2011Ws,PctGlacLakeFineWs",NA,"0.506322260484489,0.47698363865547,-0.431690965181145,-0.428859942895491,-0.422488890989236,0.356874951106114",NA
"20","EVCV",2,"pc","fourier",841,9282,11.0368608799049,12857.3618130108,27396.7236260216,0.803715708298846,0.922651393592705,0.977708554487674,3587,1064,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,PctIce2011Ws,RckDepWs,BFIWs","RunoffWs,WtDepWs,OmWs,BFIWs,PctUrbLo2011WsRp100,PctImp2006WsRp100",NA,NA,"-0.684687891786666,0.556114945170292,0.53598561524485,-0.518819652187949,0.49047011613675,-0.285159824181668","0.486837371333636,0.379406933806176,-0.328433105831362,-0.321873310251992,-0.319277084168404,-0.308005479500655",NA,NA,"RunoffWs,BFIWs,RdDensWsRp100,PctUrbHi2011WsRp100,PctAlluvCoastWs,PctUrbOp2011WsRp100",NA,"0.559969168263743,-0.359146009275143,-0.277221652450348,-0.213770891218688,0.208326736287953,-0.204200927799457",NA
"21","EVCV",2,"sn","fourier",841,9282,11.0368608799049,34235.8941795251,70153.7883590501,0.755930400246641,0.932792531295212,0.972769245614597,31,1,0,"0 ","PctGlacLakeFineWs,RckDepWs,RdDensWsRp100,PctIce2011Ws,PermWs,PctUrbOp2011WsRp100","RunoffWs,PctAlluvCoastWs,BFIWs,PctGlacLakeFineWs,RdDensWsRp100,PermWs",NA,NA,"0.390845743161295,0.34162708143815,0.32283637353126,-0.311629870702635,0.29013201778524,0.289170017550847","0.330923819360445,0.292794557381517,-0.240322468343727,-0.230333940981944,-0.174085013886679,-0.17224889687237",NA,NA,"ElevWs,RunoffWs,PctUrbOp2011WsRp100,PermWs,RdDensWsRp100,PctUrbLo2011WsRp100",NA,"-0.648638645617318,-0.601352528581964,0.536045164027431,0.459347683100511,0.43558949364841,0.40018217394582",NA
"22","EVCV",2,"atpc","fourier",1465,9282,6.3358361774744,12275.6370479377,27481.2740958755,0.823445901078624,0.933695637624968,0.978733615170879,5159,1602,0,"0 ","RunoffWs,WtDepWs,PctAlluvCoastWs,PctIce2011Ws,BFIWs,RckDepWs","WtDepWs,RckDepWs,PctUrbLo2011WsRp100,RdDensWsRp100,PctUrbOp2011WsRp100,PctImp2006WsRp100",NA,NA,"0.731282998007795,-0.44584415958366,0.43682180764878,-0.400309760008286,-0.398964503336436,0.291034751225942","0.614178918928025,-0.485821524707522,-0.442493805381043,-0.434304543077531,-0.421506956841059,-0.418227993021448",NA,NA,"PctAlluvCoastWs,RckDepWs,WtDepWs,PctIce2011Ws,ElevWs,PctGlacLakeFineWs","RunoffWs,BFIWs,PctUrbOp2011WsRp100,RdDensWsRp100,PopDen2010Ws,PctUrbHi2011WsRp100","0.509008470184911,0.498922879973969,-0.496704685154679,-0.491036248122186,-0.467878578353905,0.419366112007692","-0.701076427171855,0.375197413796164,0.279175613548816,0.276438956425854,0.272447587302533,0.254674539229778"
"23","EVCV",2,"atpcsn","fourier",2089,9282,4.44327429392054,34469.0285604592,73116.0571209185,0.755887379506311,0.932788746792168,0.972776860990458,33,1,0,"0 ","PctGlacLakeFineWs,RckDepWs,RdDensWsRp100,PctIce2011Ws,PermWs,PctUrbOp2011WsRp100","RunoffWs,PctAlluvCoastWs,BFIWs,PctGlacLakeFineWs,RdDensWsRp100,PermWs",NA,NA,"0.390063070009138,0.339363559311408,0.321902558416196,-0.30962977245997,0.28943473365076,0.287985463706348","0.325298751797966,0.283649310607413,-0.237170493047,-0.23634317712676,-0.179359139711842,-0.176610620145051",NA,NA,"PctAlluvCoastWs,RckDepWs,WtDepWs,ElevWs,PctIce2011Ws,PctGlacLakeFineWs","PctAlluvCoastWs,RckDepWs,ElevWs,WtDepWs,PctIce2011Ws,PctGlacLakeFineWs","0.506333924872612,0.477003795478608,-0.431698466209461,-0.428855677459429,-0.422504885482395,0.356873111135259","-0.506794385961319,-0.489981989877835,0.457079717466277,0.434304369373787,0.420389442478445,-0.378796401465258"
"24","EVCV",2,"atsn","fourier",1465,9282,6.3358361774744,12222.3816409793,27374.7632819586,0.830446220620819,0.9336708710165,0.979834489130413,5867,2000,1,"0 ","RunoffWs,WtDepWs,PctIce2011Ws,PctAlluvCoastWs,BFIWs,RckDepWs","WtDepWs,RckDepWs,PctAlluvCoastWs,OmWs,PctUrbLo2011WsRp100,RdDensWsRp100",NA,NA,"0.685093901265568,-0.55798720942257,-0.493023247299853,0.467503964602883,-0.398335240126439,0.378724414343429","0.668770616270533,-0.530874162094263,-0.406597406477862,-0.386075762156434,-0.37206492719424,-0.360919557161328",NA,NA,"WtDepWs,PctAlluvCoastWs,ElevWs,BFIWs,PctIce2011Ws,RunoffWs","RdDensWsRp100,PctUrbMd2011WsRp100,PctUrbHi2011WsRp100,PctImp2006WsRp100,PopDen2010Ws,PctUrbLo2011WsRp100","-0.541565159740851,0.507405953874457,-0.4445614467416,-0.430062471812944,-0.426558213994115,0.422771555182019","0.606121106927446,0.555983609250648,0.547627388947982,0.534349982405614,0.527750495334846,0.502506743500261"
"25","EVCV",3,"at","fixed_factors",1103,9282,8.41523118766999,NA,NA,0.889273295946949,0.960928714720556,0.989065542539489,539,63,0,"0 ","PctIce2011Ws,WtDepWs,RckDepWs,PctAlluvCoastWs,RdDensWsRp100,RunoffWs","RdDensWsRp100,PctUrbHi2011WsRp100,PctUrbOp2011WsRp100,PctUrbLo2011WsRp100,PctImp2006WsRp100,PopDen2010Ws","RunoffWs,BFIWs,WtDepWs,PctAlluvCoastWs,PctIce2011Ws,RckDepWs",NA,"0.517766790115607,0.441844873521003,-0.373174401416437,-0.30274980559793,-0.277881957379785,-0.193809243808522","0.625147136893387,0.497830646195442,0.494043699326669,0.479575641988748,0.478427513353444,0.473213708126667","0.797125365974079,-0.571763283158178,-0.564563302816695,0.422758707062244,-0.330721703746889,0.300908476232387",NA,"ElevWs,PctUrbOp2011WsRp100,PctGlacLakeFineWs,PopDen2010Ws,PctUrbLo2011WsRp100,RdDensWsRp100",NA,"-0.625289039784717,0.546566775091107,0.540622123794618,0.483504593471884,0.472818805977415,0.47137490463294",NA
"26","EVCV",3,"pc","fixed_factors",1103,9282,8.41523118766999,13346.1563300533,28898.3126601066,0.853764685961123,0.963444678236955,0.985182773722018,68,3,0,"0 ","PctUrbOp2011WsRp100,RunoffWs,RdDensWsRp100,PopDen2010Ws,PctUrbLo2011WsRp100,PermWs","WtDepWs,PctIce2011Ws,RckDepWs,OmWs,PctAlluvCoastWs,BFIWs","RunoffWs,BFIWs,PctAlluvCoastWs,PctIce2011Ws,WtDepWs,PermWs",NA,"0.738635422388253,-0.695524715671732,0.675447594745474,0.652047997930383,0.64106693351044,0.635281532789794","0.780509416314627,0.397166178488273,-0.381296236665057,-0.352459774584753,-0.349212543088151,0.247693266968783","0.762748480328079,-0.372315104244033,0.321503561102659,-0.249425731385775,-0.247223930079661,-0.232619932588114",NA,"RckDepWs,PctIce2011Ws,PctAlluvCoastWs,WtDepWs,RdDensWsRp100,PermWs",NA,"-0.423113801199415,0.407942391603561,-0.402256179648317,0.369421725045981,-0.316014239003304,-0.298285890833251",NA
"27","EVCV",3,"sn","fixed_factors",1103,9282,8.41523118766999,12239.2574127454,26684.5148254908,0.826941908265096,0.93496060288072,0.980429126909904,2822,905,0,"0 ","WtDepWs,PctIce2011Ws,PctAlluvCoastWs,RckDepWs,RunoffWs,BFIWs","WtDepWs,RckDepWs,PctIce2011Ws,PctAlluvCoastWs,RdDensWsRp100,PctUrbLo2011WsRp100","WtDepWs,PctAlluvCoastWs,RckDepWs,ElevWs,PctUrbLo2011WsRp100,PctCrop2011Ws",NA,"-0.716394480720562,-0.571448842687893,0.539147898597172,0.529494618355134,0.509690003906475,-0.274574274778515","0.770869768780035,-0.628123260126264,0.52678928060761,-0.495027408620564,-0.433024286396459,-0.405564731805271","-0.685993338132787,0.45900615194696,0.405843235100396,-0.383713236019781,0.378541197639722,0.360342917064627",NA,"PctUrbOp2011WsRp100,RdDensWsRp100,PopDen2010Ws,PctImp2006WsRp100,PctUrbLo2011WsRp100,ElevWs",NA,"0.763659286723919,0.743363683902489,0.660982080582731,0.640930257140804,0.636995843611508,-0.634147026555874",NA
"28","EVCV",3,"atpc","fixed_factors",1727,9282,5.37463810075275,11690.0839657981,26834.1679315963,0.851630296547516,0.948883801443314,0.980030006125907,6100,1679,0,"0 ","WtDepWs,PctAlluvCoastWs,RckDepWs,PctCrop2011Ws,ElevWs,OmWs","RunoffWs,PctIce2011Ws,BFIWs,WtDepWs,PctAlluvCoastWs,RckDepWs","PctIce2011Ws,WtDepWs,RckDepWs,RdDensWsRp100,PctUrbOp2011WsRp100,PctUrbLo2011WsRp100",NA,"-0.79128765647851,0.582057763236852,0.53357820681708,0.378916070963596,-0.325920510361622,0.29958682626228","0.705466564146348,-0.452758132221677,-0.314903031430719,-0.31252068744946,0.281691703719281,0.217513287544834","0.701166449862775,0.552009578917973,-0.511411552430053,-0.505926197126646,-0.377172011382171,-0.353410850565689",NA,"RckDepWs,WtDepWs,PctAlluvCoastWs,ElevWs,PctIce2011Ws,RdDensWsRp100","RunoffWs,BFIWs,PctUrbOp2011WsRp100,PopDen2010Ws,RdDensWsRp100,PctUrbHi2011WsRp100","0.626820337733295,-0.625141021986684,0.598194256816994,-0.579204963985797,-0.53339838258909,0.506444898371813","-0.726067809846769,0.401053069179744,0.390275872038327,0.383015446949048,0.372369131962092,0.340425037669899"
"29","EVCV",3,"atpcsn","fixed_factors",2351,9282,3.94810718843046,33890.0072461589,72482.0144923178,0.751310832550485,0.932587895266877,0.985367743345664,95,5,0,"0 ","PctGlacLakeFineWs,RdDensWsRp100,PermWs,PctUrbOp2011WsRp100,RckDepWs,PctIce2011Ws","PctUrbHi2011WsRp100,PctAlluvCoastWs,OmWs,RdDensWsRp100,PctGlacLakeFineWs,PctImp2006WsRp100","PctGlacLakeFineWs,RunoffWs,RdDensWsRp100,PctUrbOp2011WsRp100,BFIWs,PermWs",NA,"0.400708511776609,0.328498797955459,0.276161039194516,0.272791013726469,0.258561147015817,-0.242614800973052","0.209282468019852,0.182630545755138,0.143681382712636,0.121611086020716,0.120562485795592,0.116069470631783","-0.439751932607595,0.374754085900429,-0.364953822141986,-0.279861162005169,-0.268340186086198,-0.25260514885487",NA,"PctAlluvCoastWs,RckDepWs,WtDepWs,ElevWs,PctIce2011Ws,PctGlacLakeFineWs","PctAlluvCoastWs,RckDepWs,ElevWs,WtDepWs,PctIce2011Ws,PctGlacLakeFineWs","0.509638962643313,0.470866108299908,-0.426420291032615,-0.418066620039713,-0.411918754292105,0.323939082434094","-0.511607108279247,-0.483493937072794,0.445799556468712,0.428744571150425,0.408450729867804,-0.342658482622763"
"30","EVCV",3,"atsn","fixed_factors",1727,9282,5.37463810075275,19245.4104821228,41944.8209642456,0.757806771365331,0.93865045395104,0.975637240309837,387,19,0,"0 ","RdDensWsRp100,PctGlacLakeFineWs,PctUrbOp2011WsRp100,RckDepWs,PopDen2010Ws,PermWs","PermWs,RunoffWs,RdDensWsRp100,BFIWs,PctUrbOp2011WsRp100,PctUrbHi2011WsRp100","RunoffWs,PctAlluvCoastWs,BFIWs,WtDepWs,PctGlacLakeFineWs,PctIce2011Ws",NA,"0.519091925492419,0.492154332478477,0.456439967424187,0.42098653548524,0.409120708593472,0.392541955260241","0.354484793556774,-0.331644340448186,0.324867820594339,0.288769585556278,0.285726929102494,0.25052185485898","0.641730780110737,0.459578293244166,-0.377471655393357,-0.268424036457094,-0.214859613241295,-0.165949178780807",NA,"PctGlacLakeFineWs,RdDensWsRp100,RckDepWs,PctUrbOp2011WsRp100,ElevWs,PctIce2011Ws","RunoffWs,ElevWs,PctUrbOp2011WsRp100,PermWs,RdDensWsRp100,PctUrbLo2011WsRp100","0.573362591742879,0.550910357974126,0.541748397753244,0.519503082047417,-0.506088821383083,-0.460206260486415","-0.624419067106385,-0.541599237558431,0.459040980867262,0.396419691505885,0.363735600201909,0.330631480299355"
