"","R","m","cov","seasonality","nparams","NLL","AIC","min_R2","median_R2","max_R2","counts_func","counts_gradient","convergence","message","load_names1","load_names2","load_names3","load_names4","load_cors1","load_cors2","load_cors3","load_cors4","eff_names1","eff_names2","eff_cors1","eff_cors2"
"24","DE",2,"pc","fixed_factors",360,13162.9210371723,27045.8420743447,0.811318806231899,0.951289712941455,0.981835853604845,45,7,0,"0 ","WtDepWs,PctAlluvCoastWs,PctIce2011Ws,RunoffWs,RckDepWs,BFIWs","WtDepWs,PctIce2011Ws,RckDepWs,PctAlluvCoastWs,PctUrbLo2011WsRp100,PctImp2006WsRp100",NA,NA,"-0.764943531762505,0.567992361697323,-0.534206846988211,0.525087790006817,0.511317104515895,-0.331122801391811","0.710798679242898,0.464023069865558,-0.436112985288545,-0.299384691316197,-0.275080863924769,-0.258171205571704",NA,NA,"ElevWs,WsAreaSqKm,PctUrbOp2011WsRp100,OmWs,PctUrbLo2011WsRp100,PctImp2006WsRp100",NA,"-0.539105760642346,-0.473152335776074,0.394325209613729,0.375853124820319,0.323899557588152,0.309491433687857",NA
"25","DE",2,"hdr","fixed_factors",360,13120.6122653922,26961.2245307843,0.809029369097301,0.954067509415861,0.982326717972671,42,4,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,PctIce2011Ws,RckDepWs,BFIWs","WtDepWs,WsAreaSqKm,RckDepWs,PctIce2011Ws,PermWs,RunoffWs",NA,NA,"-0.762607972659539,0.5636740360427,0.53015123606939,-0.522951307871732,0.500064797062701,-0.343726139392226","0.508515175828129,-0.261940543953269,-0.236149879398501,0.215837186972141,0.165402878646286,-0.16417975379584",NA,NA,"RunoffWs,WsAreaSqKm,ElevWs,PctUrbOp2011WsRp100,RdDensWsRp100,PermWs",NA,"-0.524800906915825,-0.457525595291066,-0.404372352793299,0.38764764459262,0.380345427649637,0.363225409659054",NA
"26","DE",2,"hd","fixed_factors",360,13060.6049804148,26841.2099608296,0.808418450305631,0.951794797801227,0.981449659385558,8,1,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,PctIce2011Ws,RckDepWs,BFIWs","WtDepWs,PctIce2011Ws,RckDepWs,PctAlluvCoastWs,PctUrbLo2011WsRp100,PctImp2006WsRp100",NA,NA,"-0.759220672144007,0.557005575091817,0.531708017303526,-0.513907973991278,0.498136067269135,-0.314062799954873","0.767677219635612,0.519608849974733,-0.490713912497766,-0.38646809233598,-0.311018313430226,-0.290768852692849",NA,NA,"WtDepWs,ElevWs,PctAlluvCoastWs,PctIce2011Ws,RckDepWs,BFIWs",NA,"0.515998838629503,0.506910513614159,-0.498557283500088,0.469215966732743,-0.419463378754677,0.388528955889913",NA
"27","DE",2,"atpc","fixed_factors",384,13031.5198226601,26831.0396453202,0.808572357550513,0.951880261307983,0.981585798401165,29,4,0,"0 ","WtDepWs,PctAlluvCoastWs,RunoffWs,PctIce2011Ws,RckDepWs,BFIWs","WtDepWs,PctIce2011Ws,RckDepWs,PctAlluvCoastWs,PctUrbLo2011WsRp100,PctImp2006WsRp100",NA,NA,"-0.761975200440341,0.559819356471071,0.528984661252751,-0.51186451359015,0.499245533235886,-0.3120874293661","0.77004219841325,0.525159537605683,-0.491784843114994,-0.389763408864324,-0.301217019438745,-0.280550550640217",NA,NA,"WtDepWs,PctAlluvCoastWs,PctIce2011Ws,ElevWs,RunoffWs,RckDepWs","ElevWs,WsAreaSqKm,PctUrbOp2011WsRp100,OmWs,RunoffWs,PctUrbLo2011WsRp100","-0.508883007045545,0.480071929610177,-0.477305147272578,-0.467635257388644,0.414383648234459,0.404139400986979","-0.46313628291654,-0.455576710275103,0.35570073725055,0.352107464256043,-0.293732180218222,0.279685282942994"
"28","DE",2,"none","fixed_factors",336,13187.5836614236,27047.1673228473,0.811259655564619,0.951217891303281,0.98163183311896,19,2,0,"0 ","WtDepWs,PctAlluvCoastWs,PctIce2011Ws,RunoffWs,RckDepWs,ElevWs","WtDepWs,PctIce2011Ws,RckDepWs,PctAlluvCoastWs,PctUrbLo2011WsRp100,PctImp2006WsRp100",NA,NA,"-0.766332069284443,0.56931098081923,-0.534305743504829,0.522778148481847,0.512960831028615,-0.330781494653281","0.710509329329205,0.46055209656379,-0.435422818005239,-0.298796108440892,-0.28213113620064,-0.265205815633994",NA,NA,NA,NA,NA,NA
"29","DE",2,"at","fourier",120,13665.6883603551,27571.3767207103,0.791733394557225,0.941323857523029,0.981777436450763,8,1,0,"0 ","RunoffWs,WtDepWs,PctAlluvCoastWs,PctIce2011Ws,RckDepWs,BFIWs","WtDepWs,PctIce2011Ws,BFIWs,RunoffWs,RckDepWs,PctAlluvCoastWs",NA,NA,"0.642209018454448,-0.625010171380627,0.516566386297565,-0.444337238793388,0.38229309531559,-0.37080753063466","0.506567142931556,0.289523179613782,0.271137746345176,-0.261216778073887,-0.222827268068244,-0.194451554970486",NA,NA,"RunoffWs,PctAlluvCoastWs,PctIce2011Ws,BFIWs,RckDepWs,PctGlacLakeFineWs",NA,"0.519043096674787,0.362403876500422,-0.320993022980249,-0.319709840794695,0.232748356404112,0.215748531990371",NA
"30","DE",2,"mt","fourier",120,13650.4712072334,27540.9424144668,0.794624223442693,0.940793447159169,0.981983877508226,24,3,0,"0 ","WtDepWs,RunoffWs,PctAlluvCoastWs,PctIce2011Ws,RckDepWs,BFIWs","WtDepWs,BFIWs,PctIce2011Ws,RunoffWs,PermWs,RckDepWs",NA,NA,"-0.647109206746639,0.639278807247257,0.528891236521113,-0.468732717734855,0.391539868261478,-0.386445366480024","-0.416114236024154,-0.228753573927212,-0.212960579374873,0.197301395215028,-0.189780522365695,0.167825818141688",NA,NA,"RunoffWs,PctAlluvCoastWs,BFIWs,PctIce2011Ws,RckDepWs,PctGlacLakeFineWs",NA,"0.504690306924835,0.310432415830613,-0.275412365623403,-0.250931198443982,0.20098703531693,0.171501704998343",NA
"31","DE",2,"pc","fourier",120,13810.0895448706,27860.1790897411,0.792291186258058,0.940448792573957,0.982532116482344,30,4,0,"0 ","RunoffWs,WtDepWs,PctAlluvCoastWs,PctIce2011Ws,BFIWs,RckDepWs","PctCrop2011Ws,RunoffWs,PctAlluvCoastWs,PctGlacLakeFineWs,WtDepWs,PctUrbMd2011WsRp100",NA,NA,"0.644435668495867,-0.549701730086393,0.495432654306635,-0.43316968550103,-0.388509376597751,0.353672080217299","-0.180139436472547,-0.170617076167844,-0.167839849028846,-0.151396275713997,-0.149423746452372,0.148490026147835",NA,NA,"PctUrbOp2011WsRp100,RunoffWs,ElevWs,PctUrbLo2011WsRp100,PctImp2006WsRp100,PopDen2010Ws",NA,"0.398164305246188,-0.395574317286859,-0.388250955628487,0.381465435321317,0.369690822788671,0.362022659968549",NA
"32","DE",2,"hdr","fourier",120,13801.5182795044,27843.0365590088,0.775798432521021,0.944016050758873,0.982757717065702,34,5,0,"0 ","RunoffWs,WtDepWs,PctAlluvCoastWs,PctIce2011Ws,BFIWs,RckDepWs","PctIce2011Ws,PctAlluvCoastWs,RckDepWs,PctGlacLakeFineWs,RunoffWs,PermWs",NA,NA,"0.651206028149515,-0.528741186681411,0.479313664054664,-0.404928219186879,-0.401083922274883,0.327871529075267","0.336013665474063,-0.32432278479233,-0.280327306695594,-0.248129220712139,-0.240887491848496,-0.228686062075097",NA,NA,"RunoffWs,PctUrbOp2011WsRp100,RdDensWsRp100,ElevWs,WsAreaSqKm,PermWs",NA,"-0.51379847162958,0.458167257789431,0.453331376611101,-0.447335773471007,-0.406576615668416,0.394565003935471",NA
"33","DE",2,"hd","fourier",120,13700.7385413076,27641.4770826152,0.789725717958345,0.941015618679455,0.982308655594745,8,1,0,"0 ","RunoffWs,WtDepWs,PctAlluvCoastWs,PctIce2011Ws,BFIWs,RckDepWs","WtDepWs,BFIWs,PctIce2011Ws,PermWs,PctUrbMd2011WsRp100,PctUrbHi2011WsRp100",NA,NA,"0.653402020875319,-0.596533468907979,0.50776562812654,-0.430757866682445,-0.383018990761369,0.361970493654597","-0.39168759198499,-0.217021002897957,-0.190584587829021,-0.171766096543371,0.167576470885585,0.162779778598931",NA,NA,"RunoffWs,PctAlluvCoastWs,PctIce2011Ws,BFIWs,RckDepWs,PctGlacLakeFineWs",NA,"-0.46405486802187,-0.339960636451459,0.31739350070703,0.286359941937884,-0.237927520410637,-0.229908983260746",NA
"34","DE",2,"atpc","fourier",144,13616.7915291841,27521.5830583682,0.793323513421168,0.941321012241869,0.981987243585681,8,1,0,"0 ","RunoffWs,WtDepWs,PctAlluvCoastWs,PctIce2011Ws,RckDepWs,BFIWs","WtDepWs,PctIce2011Ws,RunoffWs,BFIWs,RckDepWs,PctAlluvCoastWs",NA,NA,"0.643844170405492,-0.625246283910829,0.516164368838432,-0.445705453550248,0.381121103404952,-0.373881639358431","0.501581266276407,0.295835074696446,-0.285054796532655,0.278128718604203,-0.22336759486609,-0.192694356603691",NA,NA,"RunoffWs,PctAlluvCoastWs,BFIWs,PctIce2011Ws,RckDepWs,WtDepWs","ElevWs,PctUrbOp2011WsRp100,RunoffWs,PctUrbLo2011WsRp100,PctImp2006WsRp100,PopDen2010Ws","0.516845996983611,0.377370655922575,-0.334785991006374,-0.333281683459074,0.242678687234115,-0.231808701684444","-0.435711511531358,0.430937971398117,-0.411166151079287,0.397439431761252,0.387154658257291,0.382298443379624"
"35","DE",2,"none","fourier",96,13863.2451266612,27918.4902533224,0.789889428298909,0.940449846001716,0.982375411225688,19,2,0,"0 ","RunoffWs,WtDepWs,PctAlluvCoastWs,PctIce2011Ws,BFIWs,RckDepWs","RunoffWs,PctUrbMd2011WsRp100,PctCrop2011Ws,PctUrbHi2011WsRp100,WtDepWs,PctAlluvCoastWs",NA,NA,"0.643637035714999,-0.540470489431324,0.491682136560543,-0.427956131926124,-0.382766343394675,0.350858750612252","0.195208063577596,-0.172508741351075,0.168512744614232,-0.164861628801983,0.160806954935464,0.156121183856739",NA,NA,NA,NA,NA,NA
"36","DE",2,"at","no_seas",72,14269.9850026876,28683.9700053753,0.764200647349154,0.943752030134981,0.977419796232293,58,11,0,"0 ","ElevWs,WtDepWs,PctUrbOp2011WsRp100,PctUrbLo2011WsRp100,PctAlluvCoastWs,PctImp2006WsRp100","RunoffWs,PctUrbOp2011WsRp100,PermWs,ElevWs,RdDensWsRp100,PopDen2010Ws",NA,NA,"-0.770774580492695,-0.753756113578727,0.624726537062639,0.616608332001951,0.607281690085096,0.572565999507896","0.715074480076948,-0.345290148993731,-0.337815482416331,0.315565744954217,-0.275455027511755,-0.258147375911614",NA,NA,"PctAlluvCoastWs,RckDepWs,PctIce2011Ws,ElevWs,WtDepWs,PctUrbOp2011WsRp100",NA,"0.58042375482449,0.536895424711944,-0.465326148740814,-0.449550266890824,-0.448183210618783,0.383737193467778",NA
"37","DE",2,"mt","no_seas",72,14286.7128623147,28717.4257246293,0.765239050416355,0.944124858261539,0.977877941241048,8,1,0,"0 ","WtDepWs,ElevWs,PctUrbOp2011WsRp100,PctUrbLo2011WsRp100,PctAlluvCoastWs,PctImp2006WsRp100","RunoffWs,PctUrbOp2011WsRp100,PermWs,ElevWs,RdDensWsRp100,PopDen2010Ws",NA,NA,"-0.767934851687734,-0.765934442417439,0.637479958017813,0.634521574161813,0.603043496003876,0.592445640516936","0.710945932786931,-0.336197975493305,-0.333527430734918,0.314885631930145,-0.264765696257976,-0.248986094906043",NA,NA,"PctAlluvCoastWs,RckDepWs,PctIce2011Ws,ElevWs,WtDepWs,PctUrbOp2011WsRp100",NA,"0.56567059419831,0.52488639826239,-0.448143276815924,-0.428779870747357,-0.425523758043665,0.362399200108042",NA
"38","DE",2,"pc","no_seas",72,14655.7833896195,29455.5667792391,0.780572890967575,0.939797786783403,0.976483598884981,33,5,0,"0 ","ElevWs,PctUrbOp2011WsRp100,PctAlluvCoastWs,PctUrbLo2011WsRp100,RckDepWs,WtDepWs","RunoffWs,PctAlluvCoastWs,PctIce2011Ws,WtDepWs,RckDepWs,BFIWs",NA,NA,"-0.769112498618747,0.676362250366929,0.662331561855309,0.640559007942038,0.635295271037042,-0.632307525616012","0.576271613056503,0.420554389620228,-0.361836681058118,-0.31297764033961,0.295265449605409,-0.190906011710628",NA,NA,"RckDepWs,PctAlluvCoastWs,PctIce2011Ws,PctGlacLakeFineWs,RunoffWs,WtDepWs",NA,"-0.4268541652938,-0.402516289036766,0.355500496593574,-0.267514925300399,-0.240239030243491,0.237416762785936",NA
